college code,Manditory Branch name,Manditory Sem,Total eligible students,Pending allocations for eligible students
2105,B.E Electrical and Electronics Engineering,7,22,17
2105,B.E Mechanical Engineering,5,37,18
2105,B.E Mechanical Engineering,7,71,39
2105,B.E Biomedical Engineering,5,0,0
2105,B.Tech Artificial Intelligence and Data Science,7,0,0
2105,B.E Medical Electronics Engineering,7,0,0
2105,B.E Medical Electronics Engineering,5,0,0
2105,B.E Biomedical Engineering,7,0,0
2105,B.E Electronics and Communication Engineering,5,35,32
2106,B.E Electrical and Electronics Engineering,7,20,15
2106,B.E Mechanical Engineering,7,45,37
2106,B.E Electronics and Communication Engineering,5,53,48
2106,B.E Mechanical Engineering,5,32,28
2106,B.E Computer Science and Engineering,5,61,56
2106,B.E Electronics and Communication Engineering,5,53,48
2106,B.Tech Information Technology,5,47,43
2106,B.E Computer Science and Engineering,5,61,46
2106,B.E Electronics and Communication Engineering,5,53,40
2106,B.Tech Information Technology,5,47,35
2106,B.E Mechanical Engineering,5,32,24
2106,B.E Mechanical Engineering,7,45,36
2106,B.E Electrical and Electronics Engineering,7,20,15
2106,B.E Electrical and Electronics Engineering,7,20,15
2106,B.E Mechanical Engineering,5,32,27
2106,B.E Mechanical Engineering,7,45,38
2106,B.E Computer Science and Engineering,5,61,46
2106,B.Tech Information Technology,5,47,35
2106,B.E Electronics and Communication Engineering,5,53,39
2106,B.E Computer Science and Engineering,5,61,45
2106,B.E Electronics and Communication Engineering,5,53,37
2106,B.Tech Information Technology,5,47,34
2106,B.E Computer Science and Engineering,5,61,51
2106,B.Tech Information Technology,5,47,41
2106,B.E Electrical and Electronics Engineering,7,20,15
2106,B.E Mechanical Engineering,5,32,17
2106,B.E Mechanical Engineering,7,45,24
2106,B.E Biomedical Engineering,5,0,0
2106,B.Tech Artificial Intelligence and Data Science,7,0,0
2106,B.E Medical Electronics Engineering,7,0,0
2106,B.E Medical Electronics Engineering,5,0,0
2106,B.E Biomedical Engineering,7,0,0
2106,B.E Electronics and Communication Engineering,5,53,53
2109,B.E Electrical and Electronics Engineering,7,35,27
2109,B.E Mechanical Engineering,7,96,77
2109,B.E Electrical and Electronics Engineering,5,8,7
2109,B.E Electronics and Communication Engineering,5,61,55
2109,B.E Mechanical Engineering,5,29,26
2109,B.E Computer Science and Engineering,5,51,47
2109,B.E Electrical and Electronics Engineering,5,8,7
2109,B.E Electronics and Communication Engineering,5,61,55
2109,B.Tech Information Technology,5,56,51
2109,B.E Computer Science and Engineering,5,51,38
2109,B.E Electronics and Communication Engineering,5,61,46
2109,B.Tech Information Technology,5,56,42
2109,B.E Mechanical Engineering,5,29,22
2109,B.E Mechanical Engineering,7,96,77
2109,B.E Electrical and Electronics Engineering,5,8,6
2109,B.E Electrical and Electronics Engineering,7,35,26
2109,B.E Electrical and Electronics Engineering,5,8,6
2109,B.E Electrical and Electronics Engineering,7,35,26
2109,B.E Mechanical Engineering,5,29,25
2109,B.E Mechanical Engineering,7,96,82
2109,B.E Computer Science and Engineering,5,51,38
2109,B.Tech Information Technology,5,56,42
2109,B.E Electronics and Communication Engineering,5,61,45
2109,B.E Computer Science and Engineering,5,51,37
2109,B.E Electronics and Communication Engineering,5,61,43
2109,B.Tech Information Technology,5,56,41
2109,B.E Computer Science and Engineering,5,51,44
2109,B.Tech Information Technology,5,56,48
2109,B.E Electrical and Electronics Engineering,5,8,6
2109,B.E Electrical and Electronics Engineering,7,35,26
2109,B.E Mechanical Engineering,5,29,14
2109,B.E Mechanical Engineering,7,96,52
2109,B.E Biomedical Engineering,5,0,0
2109,B.Tech Artificial Intelligence and Data Science,7,0,0
2109,B.E Medical Electronics Engineering,7,0,0
2109,B.E Medical Electronics Engineering,5,0,0
2109,B.E Biomedical Engineering,7,0,0
2109,B.E Electronics and Communication Engineering,5,61,61
2111,B.E Aeronautical Engineering,7,3,2
2111,B.E Mechanical Engineering,7,11,9
2111,B.E Aeronautical Engineering,5,31,27
2111,B.E Electrical and Electronics Engineering,5,29,26
2111,B.E Electronics and Communication Engineering,5,40,36
2111,B.E Mechanical Engineering,5,61,54
2111,B.E Computer Science and Engineering,5,46,43
2111,B.E Electrical and Electronics Engineering,5,29,26
2111,B.E Electronics and Communication Engineering,5,40,36
2111,B.Tech Information Technology,5,30,28
2111,B.E Computer Science and Engineering,5,46,35
2111,B.E Electronics and Communication Engineering,5,40,30
2111,B.Tech Information Technology,5,30,23
2111,B.E Aeronautical Engineering,5,31,23
2111,B.E Aeronautical Engineering,7,3,2
2111,B.E Mechanical Engineering,5,61,46
2111,B.E Mechanical Engineering,7,11,9
2111,B.E Electrical and Electronics Engineering,5,29,20
2111,B.E Electrical and Electronics Engineering,5,29,23
2111,B.E Aeronautical Engineering,5,31,26
2111,B.E Mechanical Engineering,5,61,52
2111,B.E Mechanical Engineering,7,11,9
2111,B.E Civil Engineering,5,27,13
2111,B.E Civil Engineering,5,27,14
2111,B.E Computer Science and Engineering,5,46,35
2111,B.Tech Information Technology,5,30,23
2111,B.E Electronics and Communication Engineering,5,40,30
2111,B.E Computer Science and Engineering,5,46,34
2111,B.E Electronics and Communication Engineering,5,40,28
2111,B.Tech Information Technology,5,30,22
2111,B.E Computer Science and Engineering,5,46,37
2111,B.Tech Information Technology,5,30,24
2111,B.E Aeronautical Engineering,5,31,17
2111,B.E Aeronautical Engineering,7,3,2
2111,B.E Electrical and Electronics Engineering,5,29,21
2111,B.E Mechanical Engineering,5,61,31
2111,B.E Mechanical Engineering,7,11,6
2111,B.Tech Biotechnology,5,23,0
2111,B.Tech Biotechnology,7,9,0
2111,B.E Biomedical Engineering,5,0,0
2111,B.Tech Artificial Intelligence and Data Science,7,0,0
2111,B.E Medical Electronics Engineering,7,0,0
2111,B.E Medical Electronics Engineering,5,0,0
2111,B.E Biomedical Engineering,7,0,0
2111,B.E Electronics and Communication Engineering,5,40,40
2113,B.E Aeronautical Engineering,7,36,29
2113,B.E Electrical and Electronics Engineering,7,3,2
2113,B.E Aeronautical Engineering,5,7,6
2113,B.E Computer Science and Engineering,5,9,8
2113,B.E Computer Science and Engineering,5,9,6
2113,B.Tech Information Technology,5,3,2
2113,B.E Aeronautical Engineering,5,7,5
2113,B.E Aeronautical Engineering,7,36,29
2113,B.E Automobile Engineering,7,4,3
2113,B.E Mechanical Engineering,7,4,3
2113,B.E Electrical and Electronics Engineering,7,3,2
2113,B.E Electrical and Electronics Engineering,7,3,2
2113,B.E Aeronautical Engineering,5,7,6
2113,B.E Aeronautical Engineering,7,36,31
2113,B.E Automobile Engineering,7,4,3
2113,B.E Mechanical Engineering,7,4,3
2113,B.E Civil Engineering,7,3,1
2113,B.E Civil Engineering,7,3,2
2113,B.E Computer Science and Engineering,5,9,6
2113,B.Tech Information Technology,5,3,2
2113,B.E Computer Science and Engineering,5,9,7
2113,B.Tech Information Technology,5,3,2
2113,B.E Computer Science and Engineering,5,9,9
2113,B.E Aeronautical Engineering,5,7,4
2113,B.E Aeronautical Engineering,7,36,19
2113,B.E Automobile Engineering,7,4,2
2113,B.E Electrical and Electronics Engineering,5,0,0
2113,B.E Electrical and Electronics Engineering,7,3,3
2113,B.E Mechanical Engineering,7,4,2
2113,B.E Biomedical Engineering,5,0,0
2113,B.Tech Artificial Intelligence and Data Science,7,0,0
2113,B.E Medical Electronics Engineering,7,0,0
2113,B.E Medical Electronics Engineering,5,0,0
2113,B.E Biomedical Engineering,7,0,0
2113,B.E Electronics and Communication Engineering,5,0,0
2117,B.E Mechanical Engineering,7,32,26
2117,B.E Electronics and Communication Engineering,5,84,76
2117,B.E Computer Science and Engineering,5,166,153
2117,B.E Electronics and Communication Engineering,5,84,76
2117,B.E Computer and Communication Engineering,5,43,39
2117,B.Tech Artificial Intelligence and Data Science,5,56,52
2117,B.E Computer Science and Engineering,5,166,124
2117,B.E Electronics and Communication Engineering,5,84,63
2117,B.E Computer and Communication Engineering,5,43,32
2117,B.Tech Artificial Intelligence and Data Science,5,56,42
2117,B.E Mechanical Engineering,7,32,26
2117,B.E Mechanical Engineering,7,32,27
2117,B.E Computer Science and Engineering,5,166,124
2117,B.E Computer and Communication Engineering,5,43,32
2117,B.Tech Artificial Intelligence and Data Science,5,56,42
2117,B.E Electronics and Communication Engineering,5,84,62
2117,B.E Computer Science and Engineering,5,166,121
2117,B.E Electronics and Communication Engineering,5,84,59
2117,B.E Computer and Communication Engineering,5,43,31
2117,B.Tech Artificial Intelligence and Data Science,5,56,41
2117,B.E Computer Science and Engineering,5,166,142
2117,B.E Computer and Communication Engineering,5,43,38
2117,B.Tech Artificial Intelligence and Data Science,5,56,47
2117,B.E Mechanical Engineering,7,32,17
2117,B.E Biomedical Engineering,5,0,0
2117,B.Tech Artificial Intelligence and Data Science,7,0,0
2117,B.E Medical Electronics Engineering,7,0,0
2117,B.E Medical Electronics Engineering,5,0,0
2117,B.E Biomedical Engineering,7,0,0
2117,B.E Electronics and Communication Engineering,5,84,84
2119,B.E Automobile Engineering,7,7,6
2119,B.E Electrical and Electronics Engineering,7,7,5
2119,B.E Mechanical Engineering,7,36,29
2119,B.E Automobile Engineering,5,15,13
2119,B.E Electrical and Electronics Engineering,5,23,21
2119,B.E Electronics and Communication Engineering,5,19,17
2119,B.E Mechanical Engineering,5,49,43
2119,B.E Biomedical Engineering,5,35,32
2119,B.E Computer Science and Engineering,5,28,26
2119,B.E Electrical and Electronics Engineering,5,23,21
2119,B.E Electronics and Communication Engineering,5,19,17
2119,B.E Biomedical Engineering,5,35,32
2119,B.E Computer Science and Engineering,5,28,22
2119,B.E Electronics and Communication Engineering,5,19,15
2119,B.E Biomedical Engineering,5,35,26
2119,B.E Automobile Engineering,5,15,11
2119,B.E Automobile Engineering,7,7,6
2119,B.E Mechanical Engineering,5,49,37
2119,B.E Mechanical Engineering,7,36,29
2119,B.E Electrical and Electronics Engineering,5,23,16
2119,B.E Electrical and Electronics Engineering,7,7,5
2119,B.E Electrical and Electronics Engineering,5,23,18
2119,B.E Electrical and Electronics Engineering,7,7,5
2119,B.E Automobile Engineering,5,15,13
2119,B.E Automobile Engineering,7,7,6
2119,B.E Mechanical Engineering,5,49,42
2119,B.E Mechanical Engineering,7,36,31
2119,B.E Computer Science and Engineering,5,28,22
2119,B.E Electronics and Communication Engineering,5,19,14
2119,B.E Biomedical Engineering,5,35,26
2119,B.E Computer Science and Engineering,5,28,22
2119,B.E Electronics and Communication Engineering,5,19,13
2119,B.E Biomedical Engineering,5,35,25
2119,B.E Computer Science and Engineering,5,28,20
2119,B.E Automobile Engineering,5,15,8
2119,B.E Automobile Engineering,7,7,3
2119,B.E Electrical and Electronics Engineering,5,23,16
2119,B.E Electrical and Electronics Engineering,7,7,6
2119,B.E Mechanical Engineering,5,49,25
2119,B.E Mechanical Engineering,7,36,19
2119,B.Tech Petroleum Engineering,5,13,0
2119,B.Tech Petroleum Engineering,7,25,0
2119,B.E Biomedical Engineering,5,35,34
2119,B.Tech Artificial Intelligence and Data Science,7,0,0
2119,B.E Medical Electronics Engineering,7,0,0
2119,B.E Medical Electronics Engineering,5,0,0
2119,B.E Biomedical Engineering,7,33,0
2119,B.E Electronics and Communication Engineering,5,19,19
2120,B.E Biomedical Engineering,5,24,21
2120,B.E Computer Science and Engineering,5,19,17
2120,B.E Biomedical Engineering,5,24,21
2120,B.E Computer Science and Engineering,5,19,14
2120,B.E Electronics and Communication Engineering,5,4,3
2120,B.E Biomedical Engineering,5,24,19
2120,B.Tech Information Technology,5,3,2
2120,B.E Computer Science and Engineering,5,19,14
2120,B.Tech Information Technology,5,3,2
2120,B.E Electronics and Communication Engineering,5,4,2
2120,B.E Biomedical Engineering,5,24,18
2120,B.E Computer Science and Engineering,5,19,14
2120,B.E Electronics and Communication Engineering,5,4,3
2120,B.E Biomedical Engineering,5,24,17
2120,B.Tech Information Technology,5,3,2
2120,B.E Computer Science and Engineering,5,19,17
2120,B.E Biomedical Engineering,5,24,24
2120,B.Tech Artificial Intelligence and Data Science,7,0,0
2120,B.E Medical Electronics Engineering,7,0,0
2120,B.E Medical Electronics Engineering,5,0,0
2120,B.E Biomedical Engineering,7,21,0
2120,B.E Electronics and Communication Engineering,5,4,4
2124,B.E Electrical and Electronics Engineering,5,8,7
2124,B.E Mechanical and automation engineering,5,10,9
2124,B.E Biomedical Engineering,5,8,7
2124,B.E Mechanical Engineering (Sandwich),5,8,7
2124,B.E Computer Science and Engineering,5,10,9
2124,B.E Electrical and Electronics Engineering,5,8,7
2124,B.E Biomedical Engineering,5,8,7
2124,B.E Computer Science and Engineering,5,10,7
2124,B.E Biomedical Engineering,5,8,6
2124,B.Tech Artificial Intelligence and Data Science,5,4,3
2124,B.E Automobile Engineering,5,4,3
2124,B.E Mechanical and automation engineering,5,10,7
2124,B.E Mechanical Engineering (Sandwich),5,8,6
2124,B.E Electrical and Electronics Engineering,5,8,6
2124,B.E Electrical and Electronics Engineering,5,8,6
2124,B.E Automobile Engineering,5,4,3
2124,B.E Mechanical and automation engineering,5,10,8
2124,B.E Mechanical Engineering (Sandwich),5,8,7
2124,B.E Civil Engineering,5,7,3
2124,B.E Civil Engineering,5,7,4
2124,B.E Computer Science and Engineering,5,10,7
2124,B.Tech Artificial Intelligence and Data Science,5,4,3
2124,B.E Biomedical Engineering,5,8,6
2124,B.E Computer Science and Engineering,5,10,7
2124,B.E Biomedical Engineering,5,8,6
2124,B.Tech Artificial Intelligence and Data Science,5,4,3
2124,B.Tech Artificial Intelligence and Data Science,5,4,3
2124,B.E Automobile Engineering,5,4,2
2124,B.E Automobile Engineering,7,2,0
2124,B.E Electrical and Electronics Engineering,5,8,6
2124,B.E Electrical and Electronics Engineering,7,1,0
2124,B.E Mechanical and automation engineering,5,10,6
2124,B.E Mechanical Engineering (Sandwich),5,8,4
2124,B.Tech Biotechnology,5,16,0
2124,B.Tech Biotechnology,7,3,0
2124,B.Tech Food Technology,5,7,0
2124,B.E Biomedical Engineering,5,8,8
2124,B.Tech Artificial Intelligence and Data Science,7,0,0
2124,B.E Medical Electronics Engineering,7,0,0
2124,B.E Medical Electronics Engineering,5,0,0
2124,B.E Biomedical Engineering,7,0,0
2124,B.E Electronics and Communication Engineering,5,0,0
2126,B.E Electrical and Electronics Engineering,7,8,6
2126,B.E Mechanical Engineering,7,14,11
2126,B.E Electrical and Electronics Engineering,5,38,34
2126,B.E Electronics and Communication Engineering,5,26,24
2126,B.E Mechanical Engineering,5,32,28
2126,B.E Mechatronics Engineering,5,12,11
2126,B.E Biomedical Engineering,5,9,8
2126,B.E Robotics and Automation Engineering,5,10,9
2126,B.E Computer Science and Engineering,5,52,48
2126,B.E Electrical and Electronics Engineering,5,38,34
2126,B.E Electronics and Communication Engineering,5,26,23
2126,B.E Biomedical Engineering,5,9,8
2126,B.Tech Information Technology,5,20,18
2126,B.E Computer Science and Engineering,5,52,39
2126,B.E Electronics and Communication Engineering,5,26,20
2126,B.E Biomedical Engineering,5,9,7
2126,B.Tech Information Technology,5,20,15
2126,B.Tech Artificial Intelligence and Data Science,5,6,4
2126,B.E Mechanical Engineering,5,32,24
2126,B.E Mechanical Engineering,7,14,11
2126,B.E Mechatronics Engineering,5,12,9
2126,B.E Robotics and Automation Engineering,5,10,7
2126,B.E Electrical and Electronics Engineering,5,38,26
2126,B.E Electrical and Electronics Engineering,7,8,6
2126,B.E Electrical and Electronics Engineering,5,38,30
2126,B.E Electrical and Electronics Engineering,7,8,6
2126,B.E Mechanical Engineering,5,32,27
2126,B.E Mechanical Engineering,7,14,12
2126,B.E Mechatronics Engineering,5,12,10
2126,B.E Robotics and Automation Engineering,5,10,8
2126,B.E Civil Engineering,5,16,8
2126,B.E Civil Engineering,5,16,8
2126,B.E Civil Engineering,7,4,2
2126,B.E Civil Engineering,7,4,2
2126,B.E Computer Science and Engineering,5,52,39
2126,B.Tech Information Technology,5,20,15
2126,B.Tech Artificial Intelligence and Data Science,5,6,4
2126,B.E Electronics and Communication Engineering,5,26,19
2126,B.E Biomedical Engineering,5,9,7
2126,B.E Computer Science and Engineering,5,52,38
2126,B.E Electronics and Communication Engineering,5,26,18
2126,B.E Biomedical Engineering,5,9,6
2126,B.Tech Information Technology,5,20,15
2126,B.Tech Artificial Intelligence and Data Science,5,6,4
2126,B.E Computer Science and Engineering,5,52,44
2126,B.Tech Information Technology,5,20,17
2126,B.E Electrical and Electronics Engineering,5,38,28
2126,B.E Electrical and Electronics Engineering,7,8,6
2126,B.E Mechanical Engineering,5,32,17
2126,B.E Mechanical Engineering,7,14,8
2126,B.E Mechatronics Engineering,5,12,6
2126,B.E Robotics and Automation Engineering,5,10,6
2126,B.Tech Pharmaceutical Technology,5,1,0
2126,B.E Biomedical Engineering,5,9,9
2126,B.Tech Artificial Intelligence and Data Science,7,0,0
2126,B.E Medical Electronics Engineering,7,0,0
2126,B.E Medical Electronics Engineering,5,0,0
2126,B.E Biomedical Engineering,7,0,0
2126,B.E Electronics and Communication Engineering,5,26,26
2128,B.E Electronics and Communication Engineering,5,8,7
2128,B.E Mechanical Engineering,5,30,26
2128,B.E Computer Science and Engineering,5,9,8
2128,B.E Electronics and Communication Engineering,5,8,7
2128,B.E Computer Science and Engineering,5,9,7
2128,B.E Electronics and Communication Engineering,5,8,6
2128,B.E Mechanical Engineering,5,30,22
2128,B.E Mechanical Engineering,5,30,25
2128,B.E Computer Science and Engineering,5,9,7
2128,B.E Electronics and Communication Engineering,5,8,6
2128,B.E Computer Science and Engineering,5,9,7
2128,B.E Electronics and Communication Engineering,5,8,6
2128,B.E Computer Science and Engineering,5,9,7
2128,B.E Mechanical Engineering,5,30,17
2128,B.E Mechanical Engineering,7,2,0
2128,B.E Biomedical Engineering,5,0,0
2128,B.Tech Artificial Intelligence and Data Science,7,0,0
2128,B.E Medical Electronics Engineering,7,0,0
2128,B.E Medical Electronics Engineering,5,0,0
2128,B.E Biomedical Engineering,7,0,0
2128,B.E Electronics and Communication Engineering,5,8,8
1114,B.E Electrical and Electronics Engineering,7,14,11
1114,B.E Mechanical Engineering,7,24,20
1114,B.E Electrical and Electronics Engineering,5,5,4
1114,B.E Electronics and Communication Engineering,5,41,37
1114,B.E Mechanical Engineering,5,22,19
1114,B.E Computer Science and Engineering,5,106,98
1114,B.E Electrical and Electronics Engineering,5,5,4
1114,B.E Electronics and Communication Engineering,5,41,37
1114,B.Tech Information Technology,5,55,51
1114,B.Tech Artificial Intelligence and Data Science,5,26,24
1114,B.E Computer Science and Engineering,5,106,80
1114,B.E Electronics and Communication Engineering,5,41,31
1114,B.Tech Information Technology,5,55,41
1114,B.Tech Artificial Intelligence and Data Science,5,26,19
1114,B.E Mechanical Engineering,5,22,16
1114,B.E Mechanical Engineering,7,24,19
1114,B.E Mechatronics Engineering,5,4,3
1114,B.E Electrical and Electronics Engineering,5,5,4
1114,B.E Electrical and Electronics Engineering,7,14,10
1114,B.E Electrical and Electronics Engineering,5,5,4
1114,B.E Electrical and Electronics Engineering,7,14,10
1114,B.E Mechanical Engineering,5,22,19
1114,B.E Mechanical Engineering,7,24,20
1114,B.E Mechatronics Engineering,5,4,3
1114,B.E Civil Engineering,5,3,1
1114,B.E Civil Engineering,5,3,2
1114,B.E Civil Engineering,7,5,2
1114,B.E Civil Engineering,7,5,3
1114,B.E Computer Science and Engineering,5,106,80
1114,B.Tech Information Technology,5,55,41
1114,B.Tech Artificial Intelligence and Data Science,5,26,19
1114,B.E Electronics and Communication Engineering,5,41,30
1114,B.E Computer Science and Engineering,5,106,78
1114,B.E Electronics and Communication Engineering,5,41,29
1114,B.Tech Information Technology,5,55,40
1114,B.Tech Artificial Intelligence and Data Science,5,26,19
1114,B.E Computer Science and Engineering,5,106,88
1114,B.Tech Information Technology,5,55,47
1114,B.Tech Artificial Intelligence and Data Science,5,26,23
1114,B.E Electrical and Electronics Engineering,5,5,4
1114,B.E Electrical and Electronics Engineering,7,14,11
1114,B.E Mechanical Engineering,5,22,12
1114,B.E Mechanical Engineering,7,24,13
1114,B.E Mechatronics Engineering,5,4,2
1114,B.Tech Biotechnology,5,31,0
1114,B.Tech Biotechnology,7,27,0
1114,B.E Biomedical Engineering,5,0,0
1114,B.Tech Artificial Intelligence and Data Science,7,0,0
1114,B.E Medical Electronics Engineering,7,0,0
1114,B.E Medical Electronics Engineering,5,0,0
1114,B.E Biomedical Engineering,7,0,0
1114,B.E Electronics and Communication Engineering,5,41,41
2115,B.E Electrical and Electronics Engineering,7,58,45
2115,B.E Mechanical Engineering,7,72,58
2115,B.E Electronics and Communication Engineering,5,116,104
2115,B.E Computer Science and Engineering,5,194,178
2115,B.E Electronics and Communication Engineering,5,116,104
2115,B.Tech Information Technology,5,178,164
2115,B.Tech Artificial Intelligence and Data Science,5,64,59
2115,B.E Computer Science and Engineering,5,194,145
2115,B.E Electronics and Communication Engineering,5,116,88
2115,B.Tech Information Technology,5,178,133
2115,B.Tech Artificial Intelligence and Data Science,5,64,48
2115,B.E Mechanical Engineering,7,72,58
2115,B.E Electrical and Electronics Engineering,7,58,43
2115,B.E Electrical and Electronics Engineering,7,58,43
2115,B.E Mechanical Engineering,7,72,61
2115,B.E Computer Science and Engineering,5,194,145
2115,B.Tech Information Technology,5,178,133
2115,B.Tech Artificial Intelligence and Data Science,5,64,48
2115,B.E Electronics and Communication Engineering,5,116,87
2115,B.E Computer Science and Engineering,5,194,142
2115,B.E Electronics and Communication Engineering,5,116,81
2115,B.Tech Information Technology,5,178,130
2115,B.Tech Artificial Intelligence and Data Science,5,64,47
2115,B.E Computer Science and Engineering,5,194,166
2115,B.Tech Information Technology,5,178,152
2115,B.Tech Artificial Intelligence and Data Science,5,64,54
2115,B.E Electrical and Electronics Engineering,7,58,43
2115,B.E Mechanical Engineering,7,72,39
2115,B.E Biomedical Engineering,5,0,0
2115,B.Tech Artificial Intelligence and Data Science,7,0,0
2115,B.E Medical Electronics Engineering,7,0,0
2115,B.E Medical Electronics Engineering,5,0,0
2115,B.E Biomedical Engineering,7,0,0
2115,B.E Electronics and Communication Engineering,5,116,116
2129,B.E Electrical and Electronics Engineering,7,29,22
2129,B.E Mechanical Engineering,7,83,66
2129,B.E Electrical and Electronics Engineering,5,11,10
2129,B.E Electronics and Communication Engineering,5,81,73
2129,B.E Mechanical Engineering,5,53,46
2129,B.E Computer Science and Engineering,5,59,54
2129,B.E Electrical and Electronics Engineering,5,11,10
2129,B.E Electronics and Communication Engineering,5,81,73
2129,B.Tech Information Technology,5,60,55
2129,B.E Computer Science and Engineering,5,59,44
2129,B.E Electronics and Communication Engineering,5,81,61
2129,B.Tech Information Technology,5,60,45
2129,B.E Mechanical Engineering,5,53,39
2129,B.E Mechanical Engineering,7,83,66
2129,B.E Electrical and Electronics Engineering,5,11,7
2129,B.E Electrical and Electronics Engineering,7,29,22
2129,B.E Electrical and Electronics Engineering,5,11,9
2129,B.E Electrical and Electronics Engineering,7,29,22
2129,B.E Mechanical Engineering,5,53,44
2129,B.E Mechanical Engineering,7,83,71
2129,B.E Civil Engineering,7,12,6
2129,B.E Civil Engineering,7,12,6
2129,B.E Computer Science and Engineering,5,59,44
2129,B.Tech Information Technology,5,60,45
2129,B.E Electronics and Communication Engineering,5,81,61
2129,B.E Computer Science and Engineering,5,59,43
2129,B.E Electronics and Communication Engineering,5,81,57
2129,B.Tech Information Technology,5,60,44
2129,B.E Computer Science and Engineering,5,59,51
2129,B.Tech Information Technology,5,60,51
2129,B.E Electrical and Electronics Engineering,5,11,8
2129,B.E Electrical and Electronics Engineering,7,29,21
2129,B.E Mechanical Engineering,5,53,30
2129,B.E Mechanical Engineering,7,83,46
2129,B.E Biomedical Engineering,5,0,0
2129,B.Tech Artificial Intelligence and Data Science,7,0,0
2129,B.E Medical Electronics Engineering,7,0,0
2129,B.E Medical Electronics Engineering,5,0,0
2129,B.E Biomedical Engineering,7,0,0
2129,B.E Electronics and Communication Engineering,5,81,80
5134,B.E Electrical and Electronics Engineering,7,51,38
5134,B.E Mechanical Engineering,7,51,41
5134,B.E Electrical and Electronics Engineering,5,60,50
5134,B.E Electronics and Communication Engineering,5,51,42
5134,B.E Mechanical Engineering,5,55,48
5134,B.E Computer Science and Engineering,5,67,60
5134,B.E Electrical and Electronics Engineering,5,60,54
5134,B.E Electronics and Communication Engineering,5,51,46
5134,B.E Computer Science and Engineering,5,67,50
5134,B.E Electronics and Communication Engineering,5,51,38
5134,B.E Mechanical Engineering,5,55,43
5134,B.E Mechanical Engineering,7,51,40
5134,B.E Electrical and Electronics Engineering,5,60,42
5134,B.E Electrical and Electronics Engineering,7,51,38
5134,B.E Electrical and Electronics Engineering,5,60,48
5134,B.E Electrical and Electronics Engineering,7,51,38
5134,B.E Mechanical Engineering,5,55,48
5134,B.E Mechanical Engineering,7,51,43
5134,B.E Computer Science and Engineering,5,67,50
5134,B.E Electronics and Communication Engineering,5,51,37
5134,B.E Computer Science and Engineering,5,67,50
5134,B.E Electronics and Communication Engineering,5,51,41
5134,B.E Computer Science and Engineering,5,67,58
5134,B.E Electrical and Electronics Engineering,5,60,46
5134,B.E Electrical and Electronics Engineering,7,51,39
5134,B.E Mechanical Engineering,5,55,26
5134,B.E Mechanical Engineering,7,51,29
5134,B.E Biomedical Engineering,5,0,0
5134,B.Tech Artificial Intelligence and Data Science,7,0,0
5134,B.E Medical Electronics Engineering,7,0,0
5134,B.E Medical Electronics Engineering,5,0,0
5134,B.E Biomedical Engineering,7,0,0
5134,B.E Electronics and Communication Engineering,5,51,51
1106,B.E Electrical and Electronics Engineering,7,8,6
1106,B.E Mechanical Engineering,7,5,4
1106,B.E Electrical and Electronics Engineering,5,10,9
1106,B.E Mechanical Engineering,5,9,8
1106,B.E Computer Science and Engineering,5,11,10
1106,B.E Electrical and Electronics Engineering,5,10,9
1106,B.E Computer Science and Engineering,5,11,8
1106,B.E Mechanical Engineering,5,9,7
1106,B.E Mechanical Engineering,7,5,4
1106,B.E Electrical and Electronics Engineering,5,10,7
1106,B.E Electrical and Electronics Engineering,7,8,6
1106,B.E Electrical and Electronics Engineering,5,10,8
1106,B.E Electrical and Electronics Engineering,7,8,6
1106,B.E Mechanical Engineering,5,9,8
1106,B.E Mechanical Engineering,7,5,4
1106,B.E Computer Science and Engineering,5,11,8
1106,B.E Electronics and Communication Engineering,5,2,1
1106,B.E Computer Science and Engineering,5,11,8
1106,B.E Electronics and Communication Engineering,5,2,1
1106,B.E Computer Science and Engineering,5,11,10
1106,B.E Electrical and Electronics Engineering,5,10,7
1106,B.E Electrical and Electronics Engineering,7,8,6
1106,B.E Mechanical Engineering,5,9,4
1106,B.E Mechanical Engineering,7,5,3
1106,B.E Petrochemical Engineering,7,5,0
1106,B.E Biomedical Engineering,5,0,0
1106,B.Tech Artificial Intelligence and Data Science,7,0,0
1106,B.E Medical Electronics Engineering,7,0,0
1106,B.E Medical Electronics Engineering,5,0,0
1106,B.E Biomedical Engineering,7,0,0
1106,B.E Electronics and Communication Engineering,5,2,2
2112,B.E Mechanical Engineering,7,9,7
2112,B.E Electrical and Electronics Engineering,5,33,30
2112,B.E Electronics and Communication Engineering,5,29,26
2112,B.E Mechanical Engineering,5,33,29
2112,B.E Computer Science and Engineering,5,27,25
2112,B.E Electrical and Electronics Engineering,5,33,30
2112,B.E Electronics and Communication Engineering,5,29,26
2112,B.Tech Information Technology,5,12,11
2112,B.E Computer Science and Engineering,5,27,20
2112,B.E Electronics and Communication Engineering,5,29,22
2112,B.Tech Information Technology,5,12,9
2112,B.E Mechanical Engineering,5,33,25
2112,B.E Mechanical Engineering,7,9,7
2112,B.E Electrical and Electronics Engineering,5,33,23
2112,B.E Electrical and Electronics Engineering,7,3,2
2112,B.E Electrical and Electronics Engineering,5,33,26
2112,B.E Electrical and Electronics Engineering,7,3,2
2112,B.E Mechanical Engineering,5,33,28
