college code,Manditory Branch name,Manditory Sem,Total eligible students,Pending allocations for eligible students
3118,B.E Mechanical Engineering,7,30,16
3118,B.E Biomedical Engineering,5,0,0
3118,B.Tech Artificial Intelligence and Data Science,7,0,0
3118,B.E Medical Electronics Engineering,7,0,0
3118,B.E Medical Electronics Engineering,5,0,0
3118,B.E Biomedical Engineering,7,0,0
3118,B.E Electronics and Communication Engineering,5,32,30
3128,B.E Electrical and Electronics Engineering,7,17,13
3128,B.E Aerospace Engineering,7,13,11
3128,B.E Mechanical Engineering,7,23,19
3128,B.E Mechatronics Engineering,7,42,34
3128,B.E Mechanical and automation engineering,7,11,9
3128,B.E Electrical and Electronics Engineering,5,22,19
3128,B.E Electronics and Communication Engineering,5,32,29
3128,B.E Aerospace Engineering,5,35,31
3128,B.E Mechanical Engineering,5,17,15
3128,B.E Mechatronics Engineering,5,26,23
3128,B.E Mechanical and automation engineering,5,24,21
3128,B.E Biomedical Engineering,5,49,44
3128,B.E Computer Science and Engineering,5,94,87
3128,B.E Electrical and Electronics Engineering,5,22,19
3128,B.E Electronics and Communication Engineering,5,32,29
3128,B.E Biomedical Engineering,5,49,44
3128,B.Tech Information Technology,5,41,38
3128,B.E Computer Science and Engineering,5,94,71
3128,B.E Electronics and Communication Engineering,5,32,24
3128,B.E Biomedical Engineering,5,49,37
3128,B.Tech Information Technology,5,41,30
3128,B.E Aerospace Engineering,5,35,26
3128,B.E Aerospace Engineering,7,13,10
3128,B.E Mechanical Engineering,5,17,12
3128,B.E Mechanical Engineering,7,23,18
3128,B.E Mechatronics Engineering,5,26,19
3128,B.E Mechatronics Engineering,7,42,34
3128,B.E Mechanical and automation engineering,5,24,17
3128,B.E Mechanical and automation engineering,7,11,9
3128,B.E Electrical and Electronics Engineering,5,22,15
3128,B.E Electrical and Electronics Engineering,7,17,13
3128,B.E Electrical and Electronics Engineering,5,22,17
3128,B.E Electrical and Electronics Engineering,7,17,13
3128,B.E Aerospace Engineering,5,35,30
3128,B.E Aerospace Engineering,7,13,11
3128,B.E Mechanical Engineering,5,17,14
3128,B.E Mechanical Engineering,7,23,19
3128,B.E Mechatronics Engineering,5,26,22
3128,B.E Mechatronics Engineering,7,42,36
3128,B.E Mechanical and automation engineering,5,24,20
3128,B.E Mechanical and automation engineering,7,11,9
3128,B.E Civil Engineering,5,7,3
3128,B.E Civil Engineering,5,7,4
3128,B.E Civil Engineering,7,5,2
3128,B.E Civil Engineering,7,5,3
3128,B.E Computer Science and Engineering,5,94,71
3128,B.Tech Information Technology,5,41,30
3128,B.E Electronics and Communication Engineering,5,32,23
3128,B.E Biomedical Engineering,5,49,37
3128,B.E Computer Science and Engineering,5,94,69
3128,B.E Electronics and Communication Engineering,5,32,23
3128,B.E Biomedical Engineering,5,49,34
3128,B.Tech Information Technology,5,41,30
3128,B.E Computer Science and Engineering,5,94,78
3128,B.Tech Information Technology,5,41,36
3128,B.E Electrical and Electronics Engineering,5,22,18
3128,B.E Electrical and Electronics Engineering,7,17,12
3128,B.E Aerospace Engineering,5,35,18
3128,B.E Aerospace Engineering,7,13,7
3128,B.E Mechanical Engineering,5,17,10
3128,B.E Mechanical Engineering,7,23,13
3128,B.E Mechatronics Engineering,5,26,14
3128,B.E Mechatronics Engineering,7,42,22
3128,B.E Mechanical and automation engineering,5,24,14
3128,B.E Mechanical and automation engineering,7,11,6
3128,B.Tech Chemical Engineering,5,17,0
3128,B.Tech Chemical Engineering,7,25,0
3128,B.E Biomedical Engineering,5,49,49
3128,B.Tech Artificial Intelligence and Data Science,7,0,0
3128,B.E Medical Electronics Engineering,7,0,0
3128,B.E Medical Electronics Engineering,5,0,0
3128,B.E Biomedical Engineering,7,49,0
3128,B.E Electronics and Communication Engineering,5,32,32
3105,B.E Aeronautical Engineering,7,25,20
3105,B.E Electrical and Electronics Engineering,7,30,23
3105,B.E Mechanical Engineering,7,34,27
3105,B.E Computer Science and Engineering,5,129,119
3105,B.E Electrical and Electronics Engineering,5,9,8
3105,B.E Electronics and Communication Engineering,5,31,28
3105,B.E Biomedical Engineering,5,41,37
3105,B.Tech Information Technology,5,58,53
3105,B.E Aeronautical Engineering,5,12,11
3105,B.E Electrical and Electronics Engineering,5,9,8
3105,B.E Electronics and Communication Engineering,5,31,28
3105,B.E Mechanical Engineering,5,25,22
3105,B.E Biomedical Engineering,5,41,37
3105,B.E Computer Science and Engineering,5,129,97
3105,B.E Electronics and Communication Engineering,5,31,23
3105,B.E Biomedical Engineering,5,41,31
3105,B.Tech Information Technology,5,58,43
3105,B.E Aeronautical Engineering,5,12,9
3105,B.E Aeronautical Engineering,7,25,20
3105,B.E Mechanical Engineering,5,25,18
3105,B.E Mechanical Engineering,7,34,27
3105,B.E Electrical and Electronics Engineering,5,9,6
3105,B.E Electrical and Electronics Engineering,7,30,22
3105,B.E Electrical and Electronics Engineering,5,9,7
3105,B.E Electrical and Electronics Engineering,7,30,22
3105,B.E Aeronautical Engineering,5,12,10
3105,B.E Aeronautical Engineering,7,25,21
3105,B.E Mechanical Engineering,5,25,21
3105,B.E Mechanical Engineering,7,34,29
3105,B.E Civil Engineering,5,13,6
3105,B.E Civil Engineering,5,13,7
3105,B.E Civil Engineering,7,7,3
3105,B.E Civil Engineering,7,7,4
3105,B.E Computer Science and Engineering,5,129,97
3105,B.Tech Information Technology,5,58,43
3105,B.E Electronics and Communication Engineering,5,31,23
3105,B.E Biomedical Engineering,5,41,31
3105,B.E Computer Science and Engineering,5,129,94
3105,B.E Electronics and Communication Engineering,5,31,22
3105,B.E Biomedical Engineering,5,41,29
3105,B.Tech Information Technology,5,58,42
3105,B.E Computer Science and Engineering,5,129,109
3105,B.Tech Information Technology,5,58,51
3105,B.E Aeronautical Engineering,5,12,6
3105,B.E Aeronautical Engineering,7,25,14
3105,B.E Electrical and Electronics Engineering,5,9,7
3105,B.E Electrical and Electronics Engineering,7,30,23
3105,B.E Mechanical Engineering,5,25,14
3105,B.E Mechanical Engineering,7,34,19
3105,B.Tech Food Technology,5,22,0
3105,B.Tech Food Technology,7,26,0
3105,B.E Biomedical Engineering,5,41,40
3105,B.Tech Artificial Intelligence and Data Science,7,0,0
3105,B.E Medical Electronics Engineering,7,0,0
3105,B.E Medical Electronics Engineering,5,0,0
3105,B.E Biomedical Engineering,7,42,0
3105,B.E Electronics and Communication Engineering,5,31,31
3114,B.E Electrical and Electronics Engineering,7,14,11
3114,B.E Mechanical Engineering,7,19,16
3114,B.E Electrical and Electronics Engineering,5,16,14
3114,B.E Electronics and Communication Engineering,5,23,21
3114,B.E Electronics and instrumentation engineering,5,5,4
3114,B.E Mechanical Engineering,5,17,15
3114,B.E Computer Science and Engineering,5,90,83
3114,B.E Electrical and Electronics Engineering,5,16,14
3114,B.E Electronics and Communication Engineering,5,23,21
3114,B.E Electronics and instrumentation engineering,5,5,4
3114,B.Tech Information Technology,5,47,43
3114,B.E Computer Science and Engineering,5,90,68
3114,B.E Electronics and Communication Engineering,5,23,17
3114,B.Tech Information Technology,5,47,35
3114,B.E Mechanical Engineering,5,17,13
3114,B.E Mechanical Engineering,7,19,15
3114,B.E Electrical and Electronics Engineering,5,16,11
3114,B.E Electrical and Electronics Engineering,7,14,10
3114,B.E Electronics and instrumentation engineering,5,5,4
3114,B.E Electronics and instrumentation engineering,7,2,1
3114,B.E Electrical and Electronics Engineering,5,16,13
3114,B.E Electrical and Electronics Engineering,7,14,10
3114,B.E Electronics and instrumentation engineering,5,5,4
3114,B.E Electronics and instrumentation engineering,7,2,1
3114,B.E Mechanical Engineering,5,17,15
3114,B.E Mechanical Engineering,7,19,16
3114,B.E Civil Engineering,5,17,8
3114,B.E Civil Engineering,5,17,9
3114,B.E Civil Engineering,7,8,4
3114,B.E Civil Engineering,7,8,4
3114,B.E Computer Science and Engineering,5,90,68
3114,B.Tech Information Technology,5,47,35
3114,B.E Electronics and Communication Engineering,5,23,17
3114,B.E Computer Science and Engineering,5,90,66
3114,B.E Electronics and Communication Engineering,5,23,16
3114,B.Tech Information Technology,5,47,34
3114,B.E Computer Science and Engineering,5,90,75
3114,B.Tech Information Technology,5,47,41
3114,B.E Electrical and Electronics Engineering,5,16,12
3114,B.E Electrical and Electronics Engineering,7,14,11
3114,B.E Electronics and instrumentation engineering,5,5,4
3114,B.E Electronics and instrumentation engineering,7,2,2
3114,B.E Mechanical Engineering,5,17,8
3114,B.E Mechanical Engineering,7,19,10
3114,B.E Biomedical Engineering,5,0,0
3114,B.Tech Artificial Intelligence and Data Science,7,0,0
3114,B.E Medical Electronics Engineering,7,0,0
3114,B.E Medical Electronics Engineering,5,0,0
3114,B.E Biomedical Engineering,7,0,0
3114,B.E Electronics and Communication Engineering,5,23,23
3111,B.E Electrical and Electronics Engineering,7,51,39
3111,B.E Mechanical Engineering,7,120,97
3111,B.E Electrical and Electronics Engineering,5,60,54
3111,B.E Electronics and Communication Engineering,5,60,54
3111,B.E Mechanical Engineering,5,128,113
3111,B.E Computer Science and Engineering,5,67,62
3111,B.E Electrical and Electronics Engineering,5,60,54
3111,B.E Electronics and Communication Engineering,5,60,54
3111,B.Tech Information Technology,5,66,61
3111,B.E Computer Science and Engineering,5,67,50
3111,B.E Electronics and Communication Engineering,5,60,45
3111,B.Tech Information Technology,5,66,49
3111,B.E Mechanical Engineering,5,128,96
3111,B.E Mechanical Engineering,7,120,96
3111,B.E Electrical and Electronics Engineering,5,60,43
3111,B.E Electrical and Electronics Engineering,7,51,38
3111,B.E Electrical and Electronics Engineering,5,60,48
3111,B.E Electrical and Electronics Engineering,7,51,38
3111,B.E Mechanical Engineering,5,128,109
3111,B.E Mechanical Engineering,7,120,102
3111,B.E Computer Science and Engineering,5,67,50
3111,B.Tech Information Technology,5,66,49
3111,B.E Electronics and Communication Engineering,5,60,45
3111,B.E Computer Science and Engineering,5,67,49
3111,B.E Electronics and Communication Engineering,5,60,42
3111,B.Tech Information Technology,5,66,48
3111,B.E Computer Science and Engineering,5,67,57
3111,B.Tech Information Technology,5,66,57
3111,B.E Electrical and Electronics Engineering,5,60,41
3111,B.E Electrical and Electronics Engineering,7,51,38
3111,B.E Mechanical Engineering,5,128,66
3111,B.E Mechanical Engineering,7,120,65
3111,B.E Biomedical Engineering,5,0,0
3111,B.Tech Artificial Intelligence and Data Science,7,0,0
3111,B.E Medical Electronics Engineering,7,0,0
3111,B.E Medical Electronics Engineering,5,0,0
3111,B.E Biomedical Engineering,7,0,0
3111,B.E Electronics and Communication Engineering,5,60,60
2,B.Tech Leather Technology,5,49,0
2,B.Tech Ceramic Technology,5,41,0
2,B.Tech Chemical Engineering,5,80,0
2,B.Tech Food Technology,5,25,0
2,B.Tech Industrial Biotechnology,5,41,0
2,B.Tech Pharmaceutical Technology,5,32,0
2,B.Tech Textile Technology,5,39,0
2,B.Tech Apparel Technology,5,20,0
2,B.Tech Petroleum Engineering,5,46,0
2,B.Tech Leather Technology,7,58,0
2,B.Tech Ceramic Technology,7,40,0
2,B.Tech Chemical Engineering,7,118,0
2,B.Tech Food Technology,7,45,0
2,B.Tech Industrial Biotechnology,7,48,0
2,B.Tech Pharmaceutical Technology,7,47,0
2,B.Tech Textile Technology,7,44,0
2,B.Tech Apparel Technology,7,20,0
2,B.Tech Petroleum Engineering,7,48,0
3103,B.E Manufacturing Engineering,7,66,53
3103,B.E Manufacturing Engineering,5,66,59
3103,B.E Manufacturing Engineering,5,66,49
3103,B.E Manufacturing Engineering,7,66,53
3103,B.E Manufacturing Engineering,5,66,57
3103,B.E Manufacturing Engineering,7,66,56
3103,B.E Manufacturing Engineering,5,66,33
3103,B.E Manufacturing Engineering,7,66,36
3103,B.Tech Plastics Technology,5,66,0
3103,B.Tech Plastics Technology,7,67,0
3103,B.E Biomedical Engineering,5,0,0
3103,B.Tech Artificial Intelligence and Data Science,7,0,0
3103,B.E Medical Electronics Engineering,7,0,0
3103,B.E Medical Electronics Engineering,5,0,0
3103,B.E Biomedical Engineering,7,0,0
3103,B.E Electronics and Communication Engineering,5,0,0
3121,B.E Mechanical Engineering,7,20,18
3121,B.E Electrical and Electronics Engineering,5,4,3
3121,B.E Mechanical Engineering,5,6,6
3121,B.E Biomedical Engineering,5,14,13
3121,B.E Computer Science and Engineering,5,7,6
3121,B.E Electrical and Electronics Engineering,5,4,4
3121,B.E Biomedical Engineering,5,14,13
3121,B.E Computer Science and Engineering,5,7,5
3121,B.E Biomedical Engineering,5,14,10
3121,B.E Mechanical Engineering,5,6,3
3121,B.E Mechanical Engineering,7,20,18
3121,B.E Electrical and Electronics Engineering,5,4,2
3121,B.E Electrical and Electronics Engineering,7,2,1
3121,B.E Electrical and Electronics Engineering,5,4,3
3121,B.E Electrical and Electronics Engineering,7,2,1
3121,B.E Mechanical Engineering,5,6,3
3121,B.E Mechanical Engineering,7,20,18
3121,B.E Civil Engineering,5,1,0
3121,B.E Civil Engineering,7,5,2
3121,B.E Civil Engineering,7,5,3
3121,B.E Computer Science and Engineering,5,7,6
3121,B.E Electronics and Communication Engineering,5,1,0
3121,B.E Biomedical Engineering,5,14,11
3121,B.E Computer Science and Engineering,5,7,5
3121,B.E Biomedical Engineering,5,14,10
3121,B.E Computer Science and Engineering,5,7,6
3121,B.E Electrical and Electronics Engineering,5,4,4
3121,B.E Electrical and Electronics Engineering,7,2,2
3121,B.E Mechanical Engineering,5,6,6
3121,B.E Mechanical Engineering,7,20,6
3121,B.E Biomedical Engineering,5,14,13
3121,B.Tech Artificial Intelligence and Data Science,7,0,0
3121,B.E Medical Electronics Engineering,7,0,0
3121,B.E Medical Electronics Engineering,5,0,0
3121,B.E Biomedical Engineering,7,22,0
3121,B.E Electronics and Communication Engineering,5,1,1
3125,B.E Electrical and Electronics Engineering,5,29,26
3125,B.E Mechanical Engineering,5,55,49
3125,B.E Electrical and Electronics Engineering,5,29,26
3125,B.E Electronics and Communication Engineering,5,6,5
3125,B.Tech Information Technology,5,10,9
3125,B.E Electronics and Communication Engineering,5,6,5
3125,B.Tech Information Technology,5,10,7
3125,B.E Mechanical Engineering,5,55,42
3125,B.E Electrical and Electronics Engineering,5,29,21
3125,B.E Electrical and Electronics Engineering,5,29,23
3125,B.E Mechanical Engineering,5,55,47
3125,B.E Civil Engineering,5,10,5
3125,B.E Civil Engineering,5,10,5
3125,B.Tech Information Technology,5,10,7
3125,B.E Electronics and Communication Engineering,5,6,4
3125,B.E Electronics and Communication Engineering,5,6,4
3125,B.Tech Information Technology,5,10,7
3125,B.E Electrical and Electronics Engineering,5,29,20
3125,B.E Mechanical Engineering,5,55,27
3125,B.E Biomedical Engineering,5,0,0
3125,B.Tech Artificial Intelligence and Data Science,7,0,0
3125,B.E Medical Electronics Engineering,7,0,0
3125,B.E Medical Electronics Engineering,5,0,0
3125,B.E Biomedical Engineering,7,0,0
3125,B.E Electronics and Communication Engineering,5,6,6
4101,B.E Electrical and Electronics Engineering,7,25,19
4101,B.E Mechanical Engineering,7,40,32
4101,B.E Electrical and Electronics Engineering,5,25,22
4101,B.E Electronics and Communication Engineering,5,73,66
4101,B.E Mechanical Engineering,5,32,28
4101,B.E Computer Science and Engineering,5,55,50
4101,B.E Electrical and Electronics Engineering,5,25,22
4101,B.E Electronics and Communication Engineering,5,73,66
4101,B.E Computer Science and Engineering,5,55,41
4101,B.E Electronics and Communication Engineering,5,73,54
4101,B.E Mechanical Engineering,5,32,24
4101,B.E Mechanical Engineering,7,40,32
4101,B.E Electrical and Electronics Engineering,5,25,17
4101,B.E Electrical and Electronics Engineering,7,25,18
4101,B.E Electrical and Electronics Engineering,5,25,20
4101,B.E Electrical and Electronics Engineering,7,25,18
4101,B.E Mechanical Engineering,5,32,27
4101,B.E Mechanical Engineering,7,40,34
4101,B.E Civil Engineering,5,7,3
4101,B.E Civil Engineering,5,7,4
4101,B.E Civil Engineering,7,3,1
4101,B.E Civil Engineering,7,3,2
4101,B.E Computer Science and Engineering,5,55,41
4101,B.E Electronics and Communication Engineering,5,73,54
4101,B.E Computer Science and Engineering,5,55,40
4101,B.E Electronics and Communication Engineering,5,73,52
4101,B.E Computer Science and Engineering,5,55,48
4101,B.E Electrical and Electronics Engineering,5,25,19
4101,B.E Electrical and Electronics Engineering,7,25,20
4101,B.E Mechanical Engineering,5,32,17
4101,B.E Mechanical Engineering,7,40,22
4101,B.E Biomedical Engineering,5,0,0
4101,B.Tech Artificial Intelligence and Data Science,7,0,0
4101,B.E Medical Electronics Engineering,7,0,0
4101,B.E Medical Electronics Engineering,5,0,0
4101,B.E Biomedical Engineering,7,0,0
4101,B.E Electronics and Communication Engineering,5,73,73
4103,B.E Electrical and Electronics Engineering,7,4,4
4103,B.E Mechanical Engineering,7,14,11
4103,B.E Mechanical Engineering,7,14,11
4103,B.E Electrical and Electronics Engineering,7,4,4
4103,B.E Electrical and Electronics Engineering,7,4,4
4103,B.E Mechanical Engineering,7,14,12
4103,B.E Civil Engineering,7,7,3
4103,B.E Civil Engineering,7,7,4
4103,B.E Electrical and Electronics Engineering,7,4,0
4103,B.E Mechanical Engineering,7,14,8
4103,B.E Biomedical Engineering,5,0,0
4103,B.Tech Artificial Intelligence and Data Science,7,0,0
4103,B.E Medical Electronics Engineering,7,0,0
4103,B.E Medical Electronics Engineering,5,0,0
4103,B.E Biomedical Engineering,7,0,0
4103,B.E Electronics and Communication Engineering,5,0,0
4106,B.E Electrical and Electronics Engineering,7,7,5
4106,B.E Mechanical Engineering,7,16,13
4106,B.E Electrical and Electronics Engineering,5,17,15
4106,B.E Electronics and Communication Engineering,5,20,18
4106,B.E Mechanical Engineering,5,12,11
4106,B.E Computer Science and Engineering,5,44,40
4106,B.E Electrical and Electronics Engineering,5,17,15
4106,B.E Electronics and Communication Engineering,5,20,18
4106,B.Tech Artificial Intelligence and Data Science,5,27,25
4106,B.E Computer Science and Engineering,5,44,33
4106,B.E Electronics and Communication Engineering,5,20,15
4106,B.Tech Artificial Intelligence and Data Science,5,27,20
4106,B.E Mechanical Engineering,5,12,9
4106,B.E Mechanical Engineering,7,16,13
4106,B.E Electrical and Electronics Engineering,5,17,12
4106,B.E Electrical and Electronics Engineering,7,7,5
4106,B.E Electrical and Electronics Engineering,5,17,14
4106,B.E Electrical and Electronics Engineering,7,7,5
4106,B.E Mechanical Engineering,5,12,10
4106,B.E Mechanical Engineering,7,16,14
4106,B.E Civil Engineering,5,9,4
4106,B.E Civil Engineering,5,9,5
4106,B.E Civil Engineering,7,16,8
4106,B.E Civil Engineering,7,16,8
4106,B.E Computer Science and Engineering,5,44,33
4106,B.Tech Artificial Intelligence and Data Science,5,27,20
4106,B.E Electronics and Communication Engineering,5,20,15
4106,B.E Computer Science and Engineering,5,44,32
4106,B.E Electronics and Communication Engineering,5,20,14
4106,B.Tech Artificial Intelligence and Data Science,5,27,19
4106,B.E Computer Science and Engineering,5,44,38
4106,B.Tech Artificial Intelligence and Data Science,5,27,24
4106,B.E Electrical and Electronics Engineering,5,17,12
4106,B.E Electrical and Electronics Engineering,7,7,6
4106,B.E Mechanical Engineering,5,12,6
4106,B.E Mechanical Engineering,7,16,8
4106,B.Tech Petroleum Engineering,5,30,0
4106,B.Tech Petroleum Engineering,7,24,0
4106,B.E Biomedical Engineering,5,0,0
4106,B.Tech Artificial Intelligence and Data Science,7,0,0
4106,B.E Medical Electronics Engineering,7,0,0
4106,B.E Medical Electronics Engineering,5,0,0
4106,B.E Biomedical Engineering,7,0,0
4106,B.E Electronics and Communication Engineering,5,20,20
4107,B.E Electrical and Electronics Engineering,7,20,15
4107,B.E Mechanical Engineering,7,43,34
4107,B.E Electrical and Electronics Engineering,5,16,14
4107,B.E Electronics and Communication Engineering,5,21,19
4107,B.E Mechanical Engineering,5,29,26
4107,B.E Computer Science and Engineering,5,77,71
4107,B.E Electrical and Electronics Engineering,5,16,14
4107,B.E Electronics and Communication Engineering,5,21,19
4107,B.Tech Artificial Intelligence and Data Science,5,23,21
4107,B.E Computer Science and Engineering,5,77,58
4107,B.E Electronics and Communication Engineering,5,21,16
4107,B.Tech Artificial Intelligence and Data Science,5,23,17
4107,B.E Mechanical Engineering,5,29,22
4107,B.E Mechanical Engineering,7,43,34
4107,B.E Electrical and Electronics Engineering,5,16,11
4107,B.E Electrical and Electronics Engineering,7,20,15
4107,B.E Electrical and Electronics Engineering,5,16,13
4107,B.E Electrical and Electronics Engineering,7,20,15
4107,B.E Mechanical Engineering,5,29,25
4107,B.E Mechanical Engineering,7,43,36
4107,B.E Computer Science and Engineering,5,77,58
4107,B.Tech Artificial Intelligence and Data Science,5,23,17
4107,B.E Electronics and Communication Engineering,5,21,15
4107,B.E Computer Science and Engineering,5,77,56
4107,B.E Electronics and Communication Engineering,5,21,15
4107,B.Tech Artificial Intelligence and Data Science,5,23,17
4107,B.E Computer Science and Engineering,5,77,65
4107,B.Tech Artificial Intelligence and Data Science,5,23,20
4107,B.E Electrical and Electronics Engineering,5,16,12
4107,B.E Electrical and Electronics Engineering,7,20,15
4107,B.E Mechanical Engineering,5,29,14
4107,B.E Mechanical Engineering,7,43,25
4107,B.E Biomedical Engineering,5,0,0
4107,B.Tech Artificial Intelligence and Data Science,7,0,0
4107,B.E Medical Electronics Engineering,7,0,0
4107,B.E Medical Electronics Engineering,5,0,0
4107,B.E Biomedical Engineering,7,0,0
4107,B.E Electronics and Communication Engineering,5,21,21
4108,B.E Electrical and Electronics Engineering,7,6,5
4108,B.E Mechanical Engineering,7,15,12
4108,B.E Electrical and Electronics Engineering,5,6,5
4108,B.E Mechanical Engineering,5,20,18
4108,B.E Biomedical Engineering,5,36,33
4108,B.E Computer Science and Engineering,5,33,30
4108,B.E Electrical and Electronics Engineering,5,6,5
4108,B.E Biomedical Engineering,5,36,32
4108,B.E Computer Science and Engineering,5,33,24
4108,B.E Electronics and Communication Engineering,5,3,2
4108,B.E Biomedical Engineering,5,36,28
4108,B.E Mechanical Engineering,5,20,15
4108,B.E Mechanical Engineering,7,15,12
4108,B.E Electrical and Electronics Engineering,5,6,5
4108,B.E Electrical and Electronics Engineering,7,6,4
4108,B.E Electrical and Electronics Engineering,5,6,5
4108,B.E Electrical and Electronics Engineering,7,6,4
4108,B.E Mechanical Engineering,5,20,17
4108,B.E Mechanical Engineering,7,15,13
4108,B.E Civil Engineering,5,2,1
4108,B.E Civil Engineering,5,2,1
4108,B.E Civil Engineering,7,1,0
4108,B.E Computer Science and Engineering,5,33,24
4108,B.E Electronics and Communication Engineering,5,3,2
4108,B.E Biomedical Engineering,5,36,27
4108,B.E Computer Science and Engineering,5,33,24
4108,B.E Electronics and Communication Engineering,5,3,2
4108,B.E Biomedical Engineering,5,36,25
4108,B.E Computer Science and Engineering,5,33,30
4108,B.E Electrical and Electronics Engineering,5,6,4
4108,B.E Electrical and Electronics Engineering,7,6,5
4108,B.E Mechanical Engineering,5,20,10
4108,B.E Mechanical Engineering,7,15,8
4108,B.E Biomedical Engineering,5,36,35
4108,B.Tech Artificial Intelligence and Data Science,7,0,0
4108,B.E Medical Electronics Engineering,7,0,0
4108,B.E Medical Electronics Engineering,5,0,0
4108,B.E Biomedical Engineering,7,26,0
4108,B.E Electronics and Communication Engineering,5,3,3
4114,B.E Electrical and Electronics Engineering,7,5,4
4114,B.E Mechanical Engineering,7,20,17
4114,B.E Electrical and Electronics Engineering,5,12,11
4114,B.E Electronics and Communication Engineering,5,10,9
4114,B.E Mechanical Engineering,5,20,18
4114,B.E Computer Science and Engineering,5,63,58
4114,B.E Electrical and Electronics Engineering,5,12,11
4114,B.E Electronics and Communication Engineering,5,10,9
4114,B.Tech Information Technology,5,52,48
4114,B.E Computer Science and Engineering,5,63,47
4114,B.E Electronics and Communication Engineering,5,10,7
4114,B.Tech Information Technology,5,52,39
4114,B.E Mechanical Engineering,5,20,15
4114,B.E Mechanical Engineering,7,20,16
4114,B.E Electrical and Electronics Engineering,5,12,8
4114,B.E Electrical and Electronics Engineering,7,5,4
4114,B.E Electrical and Electronics Engineering,5,12,10
4114,B.E Electrical and Electronics Engineering,7,5,4
4114,B.E Mechanical Engineering,5,20,17
4114,B.E Mechanical Engineering,7,20,17
4114,B.E Civil Engineering,7,3,1
4114,B.E Civil Engineering,7,3,2
4114,B.E Computer Science and Engineering,5,63,47
4114,B.Tech Information Technology,5,52,39
4114,B.E Electronics and Communication Engineering,5,10,7
4114,B.E Computer Science and Engineering,5,63,46
4114,B.E Electronics and Communication Engineering,5,10,8
4114,B.Tech Information Technology,5,52,38
4114,B.E Computer Science and Engineering,5,63,54
4114,B.Tech Information Technology,5,52,44
4114,B.E Electrical and Electronics Engineering,5,12,8
4114,B.E Electrical and Electronics Engineering,7,5,3
4114,B.E Mechanical Engineering,5,20,10
4114,B.E Mechanical Engineering,7,20,10
4114,B.E Biomedical Engineering,5,0,0
4114,B.Tech Artificial Intelligence and Data Science,7,0,0
4114,B.E Medical Electronics Engineering,7,0,0
4114,B.E Medical Electronics Engineering,5,0,0
4114,B.E Biomedical Engineering,7,0,0
4114,B.E Electronics and Communication Engineering,5,10,10
4115,B.E Electrical and Electronics Engineering,7,12,9
4115,B.E Mechanical Engineering,7,31,26
4115,B.E Electrical and Electronics Engineering,5,44,39
4115,B.E Electronics and Communication Engineering,5,55,50
4115,B.E Mechanical Engineering,5,54,48
4115,B.E Computer Science and Engineering,5,123,113
4115,B.E Electrical and Electronics Engineering,5,44,39
4115,B.E Electronics and Communication Engineering,5,55,50
4115,B.E Computer Science and Engineering,5,123,92
4115,B.E Electronics and Communication Engineering,5,55,41
4115,B.E Mechanical Engineering,5,54,40
4115,B.E Mechanical Engineering,7,31,25
4115,B.E Electrical and Electronics Engineering,5,44,31
4115,B.E Electrical and Electronics Engineering,7,12,9
4115,B.E Electrical and Electronics Engineering,5,44,36
4115,B.E Electrical and Electronics Engineering,7,12,9
4115,B.E Mechanical Engineering,5,54,46
4115,B.E Mechanical Engineering,7,31,26
4115,B.E Civil Engineering,5,22,11
4115,B.E Civil Engineering,5,22,11
4115,B.E Civil Engineering,7,8,4
4115,B.E Civil Engineering,7,8,4
4115,B.E Computer Science and Engineering,5,123,92
4115,B.E Electronics and Communication Engineering,5,55,41
4115,B.E Computer Science and Engineering,5,123,90
4115,B.E Electronics and Communication Engineering,5,55,39
4115,B.E Computer Science and Engineering,5,123,105
4115,B.E Electrical and Electronics Engineering,5,44,31
4115,B.E Electrical and Electronics Engineering,7,12,9
4115,B.E Mechanical Engineering,5,54,28
4115,B.E Mechanical Engineering,7,31,16
4115,B.E Biomedical Engineering,5,0,0
4115,B.Tech Artificial Intelligence and Data Science,7,0,0
4115,B.E Medical Electronics Engineering,7,0,0
4115,B.E Medical Electronics Engineering,5,0,0
4115,B.E Biomedical Engineering,7,0,0
4115,B.E Electronics and Communication Engineering,5,55,54
4116,B.E Biomedical Engineering,5,13,12
4116,B.E Computer Science and Engineering,5,23,21
4116,B.E Biomedical Engineering,5,13,12
4116,B.Tech Artificial Intelligence and Data Science,5,35,32
4116,B.E Computer Science and Engineering,5,23,17
4116,B.E Biomedical Engineering,5,13,10
4116,B.Tech Artificial Intelligence and Data Science,5,35,26
4116,B.E Computer Science and Engineering,5,23,17
4116,B.Tech Artificial Intelligence and Data Science,5,35,26
4116,B.E Biomedical Engineering,5,13,9
4116,B.E Computer Science and Engineering,5,23,17
4116,B.E Biomedical Engineering,5,13,9
4116,B.Tech Artificial Intelligence and Data Science,5,35,26
4116,B.E Computer Science and Engineering,5,23,20
4116,B.Tech Artificial Intelligence and Data Science,5,35,30
4116,B.E Biomedical Engineering,5,13,13
4116,B.Tech Artificial Intelligence and Data Science,7,0,0
4116,B.E Medical Electronics Engineering,7,0,0
4116,B.E Medical Electronics Engineering,5,0,0
4116,B.E Biomedical Engineering,7,12,0
4116,B.E Electronics and Communication Engineering,5,0,0
