college_code,college_name,branch_id,branch_name,students_count,verified_students_count,logged_in_students_count
8138,SARANATHAN COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,173,173,1
8138,SARANATHAN COLLEGE OF ENGINEERING,1046,INFORMATION TECHNOLOGY (FULL TIME),1,1,0
8138,SARANATHAN COLLEGE OF ENGINEERING,7006,B.Tech. Computer Science and Business Systems,64,64,0
8138,SARANATHAN COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,353,353,0
8138,SARANATHAN COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,264,264,0
8138,SARANATHAN COLLEGE OF ENGINEERING,84,B.E Civil Engineering,94,94,1
8138,SARANATHAN COLLEGE OF ENGINEERING,86,B.Tech. Artificial Intelligence and Data Science,65,65,0
8138,SARANATHAN COLLEGE OF ENGINEERING,108,B.E Instrumentation and Control Engineering,91,91,0
1101,Aalim Muhammed Salegh College Of Engineering,61,B.E. Computer Science and Engineering,266,266,0
1101,Aalim Muhammed Salegh College Of Engineering,65,B.E. Electrical and Electronics Engineering,60,60,0
1101,Aalim Muhammed Salegh College Of Engineering,37,B.Tech. Information Technology,133,133,0
1101,Aalim Muhammed Salegh College Of Engineering,81,B.E Electronics and Communication Engineering,118,118,0
1101,Aalim Muhammed Salegh College Of Engineering,83,B.E Mechanical Engineering,141,141,0
1101,Aalim Muhammed Salegh College Of Engineering,84,B.E Civil Engineering,65,65,0
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,12,12,0
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,43,43,0
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,6,6,0
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,59,59,0
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,84,B.E Civil Engineering,22,22,0
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,91,B.E Electronics and Instrumenataion Engineering,4,4,0
7154,PARK INSTITUTE OF ARCHITECTURE,75,B.Arch Architecture,2,0,0
7154,PARK INSTITUTE OF ARCHITECTURE,93,B.E Automobile Engineering,1,0,0
8159,PRIME NEST COLLEGE  OF ARCHITECTURE AND PLANNING,75,B.Arch Architecture,33,33,0
9526,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,67,67,0
9526,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,34,34,0
9526,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,32,32,0
9526,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,57,57,0
9526,S.VEERASAMY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,21,21,0
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,378,378,0
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,175,175,0
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,37,B.Tech. Information Technology,198,198,0
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,367,367,0
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,163,163,0
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,123,123,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",60,B.Tech. Chemical Engineering,39,39,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",61,B.E. Computer Science and Engineering,121,121,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",65,B.E. Electrical and Electronics Engineering,19,19,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",37,B.Tech. Information Technology,52,52,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",81,B.E Electronics and Communication Engineering,43,43,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",83,B.E Mechanical Engineering,44,44,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",84,B.E Civil Engineering,17,17,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",99,B.Tech. Biotechnology,61,61,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",100,B.E Aeronautical Engineering,25,25,0
1127,"St.Peter's College of Engineering and Technology, Avadi, Chennai ",138,B.Tech. Bio Technology,2,2,0
1102,AALIM MUHAMMED SALEGH ACADEMY OF ARCHITECTURE,75,B.Arch Architecture,124,124,0
1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,61,B.E. Computer Science and Engineering,40,34,0
1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,54,46,0
1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,19,15,0
1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,83,B.E Mechanical Engineering,97,88,0
1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,84,B.E Civil Engineering,19,18,0
6214,MAHA BARATHI ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,152,152,0
6214,MAHA BARATHI ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,124,124,0
6214,MAHA BARATHI ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,143,143,1
6214,MAHA BARATHI ENGINEERING COLLEGE,83,B.E Mechanical Engineering,125,125,0
6214,MAHA BARATHI ENGINEERING COLLEGE,84,B.E Civil Engineering,92,92,0
1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,670,670,0
1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,122,122,0
1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,610,610,0
1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,304,304,0
1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,47,47,0
1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,151,151,0
1126,	Sriram Engineering College,60,B.Tech. Chemical Engineering,5,5,0
1126,	Sriram Engineering College,61,B.E. Computer Science and Engineering,58,58,0
1126,	Sriram Engineering College,65,B.E. Electrical and Electronics Engineering,12,12,0
1126,	Sriram Engineering College,81,B.E Electronics and Communication Engineering,9,9,0
1126,	Sriram Engineering College,83,B.E Mechanical Engineering,39,39,0
1126,	Sriram Engineering College,86,B.Tech. Artificial Intelligence and Data Science,47,47,0
1108,JAYA ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,180,180,0
1108,JAYA ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,51,51,0
1108,JAYA ENGINEERING COLLEGE,37,B.Tech. Information Technology,97,97,0
1108,JAYA ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,50,50,0
1108,JAYA ENGINEERING COLLEGE,83,B.E Mechanical Engineering,80,80,0
1108,JAYA ENGINEERING COLLEGE,84,B.E Civil Engineering,63,63,0
1108,JAYA ENGINEERING COLLEGE,91,B.E Electronics and Instrumenataion Engineering,26,26,0
1108,JAYA ENGINEERING COLLEGE,100,B.E Aeronautical Engineering,23,23,0
1108,JAYA ENGINEERING COLLEGE,103,B.Tech. Textile Technology,42,42,0
1136,SCHOOL OF ARCHITECTURE ST.PETER'S COLLEGE OF ENGINEERING AND TECHNOLOGY,75,B.Arch Architecture,28,0,0
6215,MAHENDRA COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,286,286,0
6215,MAHENDRA COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,57,57,0
6215,MAHENDRA COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,144,144,0
6215,MAHENDRA COLLEGE OF ENGINEERING,79,B.E Biomedical Engineering,132,132,0
6215,MAHENDRA COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,143,143,0
6215,MAHENDRA COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,62,62,0
1116,R M K College of Engineering and Technology (Autonomous),60,B.Tech. Chemical Engineering,99,0,0
1116,R M K College of Engineering and Technology (Autonomous),61,B.E. Computer Science and Engineering,1076,0,0
1116,R M K College of Engineering and Technology (Autonomous),65,B.E. Electrical and Electronics Engineering,261,0,0
1116,R M K College of Engineering and Technology (Autonomous),37,B.Tech. Information Technology,176,0,0
1116,R M K College of Engineering and Technology (Autonomous),7002,AD,118,0,0
1116,R M K College of Engineering and Technology (Autonomous),7003,CB,119,0,0
1116,R M K College of Engineering and Technology (Autonomous),81,B.E Electronics and Communication Engineering,1001,0,0
1116,R M K College of Engineering and Technology (Autonomous),83,B.E Mechanical Engineering,320,0,0
1116,R M K College of Engineering and Technology (Autonomous),86,B.Tech. Artificial Intelligence and Data Science,146,0,0
1116,R M K College of Engineering and Technology (Autonomous),91,B.E Electronics and Instrumenataion Engineering,97,0,0
1116,R M K College of Engineering and Technology (Autonomous),107,B.E Computer Science and Design,55,0,0
1119,S A Engineering College,1040,ELECTRONICS AND COMMUNICATION ENGINEERING (FULL TIME),12,12,0
1119,S A Engineering College,61,B.E. Computer Science and Engineering,852,213,0
1119,S A Engineering College,62,B.E. Mechanical Engineering,17,17,0
1119,S A Engineering College,36,B.E. Electronics and Communication Engineering,44,44,0
1119,S A Engineering College,65,B.E. Electrical and Electronics Engineering,27,0,0
1119,S A Engineering College,37,B.Tech. Information Technology,319,155,0
1119,S A Engineering College,81,B.E Electronics and Communication Engineering,452,230,0
1119,S A Engineering College,83,B.E Mechanical Engineering,183,127,0
1119,S A Engineering College,84,B.E Civil Engineering,8,0,0
1119,S A Engineering College,86,B.Tech. Artificial Intelligence and Data Science,102,0,0
1119,S A Engineering College,98,B.E Mechatronics Engineering,4,0,0
1119,S A Engineering College,99,B.Tech. Biotechnology,100,0,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,61,B.E. Computer Science and Engineering,285,285,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,36,B.E. Electronics and Communication Engineering,5,5,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,65,B.E. Electrical and Electronics Engineering,154,154,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,37,B.Tech. Information Technology,347,347,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,79,B.E Biomedical Engineering,150,150,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,81,B.E Electronics and Communication Engineering,310,310,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,83,B.E Mechanical Engineering,225,225,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,84,B.E Civil Engineering,27,27,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,85,B.E Computer Science and Business Systems,83,83,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,86,B.Tech. Artificial Intelligence and Data Science,118,118,0
1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,87,B.E Robotics and Automation Engineering,17,17,0
7321,Nandha College of Technology,61,B.E. Computer Science and Engineering,233,233,0
7321,Nandha College of Technology,65,B.E. Electrical and Electronics Engineering,74,74,0
7321,Nandha College of Technology,37,B.Tech. Information Technology,143,143,0
7321,Nandha College of Technology,81,B.E Electronics and Communication Engineering,118,118,0
7321,Nandha College of Technology,83,B.E Mechanical Engineering,45,45,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,63,63,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,35,35,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,13,13,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,115,115,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,92,92,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,93,B.E Automobile Engineering,14,14,0
9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY,100,B.E Aeronautical Engineering,6,6,0
9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,133,133,0
9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,94,94,0
9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,120,120,1
9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,396,396,0
9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,136,136,0
2126,Sri muthukumaran institute of Technology ,61,B.E. Computer Science and Engineering,147,147,0
2126,Sri muthukumaran institute of Technology ,65,B.E. Electrical and Electronics Engineering,51,51,0
2126,Sri muthukumaran institute of Technology ,37,B.Tech. Information Technology,60,60,0
2126,Sri muthukumaran institute of Technology ,79,B.E Biomedical Engineering,17,17,0
2126,Sri muthukumaran institute of Technology ,81,B.E Electronics and Communication Engineering,44,44,1
2126,Sri muthukumaran institute of Technology ,83,B.E Mechanical Engineering,52,52,0
2126,Sri muthukumaran institute of Technology ,84,B.E Civil Engineering,21,21,0
2126,Sri muthukumaran institute of Technology ,86,B.Tech. Artificial Intelligence and Data Science,43,43,0
2126,Sri muthukumaran institute of Technology ,87,B.E Robotics and Automation Engineering,13,13,0
2126,Sri muthukumaran institute of Technology ,98,B.E Mechatronics Engineering,16,16,0
2126,Sri muthukumaran institute of Technology ,104,B.Tech. Pharmaceutical Technology,4,4,0
6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,61,B.E. Computer Science and Engineering,300,300,0
6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,65,B.E. Electrical and Electronics Engineering,68,68,0
6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,37,B.Tech. Information Technology,152,152,0
6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,81,B.E Electronics and Communication Engineering,158,158,0
6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,84,B.E Civil Engineering,82,82,0
6233,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,82,82,0
6233,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,10,10,0
6233,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,13,13,0
6233,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,32,32,0
7110,INFO INSTITUTE OF ENGINEERING,61,B.E. Computer Science and Engineering,103,103,0
7110,INFO INSTITUTE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,5,5,0
7110,INFO INSTITUTE OF ENGINEERING,37,B.Tech. Information Technology,41,41,0
7110,INFO INSTITUTE OF ENGINEERING,81,B.E Electronics and Communication Engineering,19,19,0
7110,INFO INSTITUTE OF ENGINEERING,83,B.E Mechanical Engineering,11,11,0
9218,Sree Sowdambika College of Engineering Aruppukottai ,61,B.E. Computer Science and Engineering,121,121,0
9218,Sree Sowdambika College of Engineering Aruppukottai ,65,B.E. Electrical and Electronics Engineering,71,71,0
9218,Sree Sowdambika College of Engineering Aruppukottai ,81,B.E Electronics and Communication Engineering,46,46,0
9218,Sree Sowdambika College of Engineering Aruppukottai ,83,B.E Mechanical Engineering,70,70,0
9218,Sree Sowdambika College of Engineering Aruppukottai ,84,B.E Civil Engineering,38,38,0
9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,61,B.E. Computer Science and Engineering,47,47,0
9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,65,B.E. Electrical and Electronics Engineering,19,19,0
9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,81,B.E Electronics and Communication Engineering,10,10,0
9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,83,B.E Mechanical Engineering,33,33,0
9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,84,B.E Civil Engineering,33,33,0
7104,CHRIST THE KING ENGINEERING COLLEGE,1030,ELECTRICAL AND ELECTRONICS ENGINEERING (FULL TIME),4,4,0
7104,CHRIST THE KING ENGINEERING COLLEGE,1040,ELECTRONICS AND COMMUNICATION ENGINEERING (FULL TIME),8,8,0
7104,CHRIST THE KING ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,158,158,0
7104,CHRIST THE KING ENGINEERING COLLEGE,62,B.E. Mechanical Engineering,22,22,0
7104,CHRIST THE KING ENGINEERING COLLEGE,63,B.E. Civil Engineering (Tamil Medium),1,1,0
7104,CHRIST THE KING ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,52,52,0
7104,CHRIST THE KING ENGINEERING COLLEGE,39,B.E. Computer Science and Engineering (Tamil Medium),1,1,0
7104,CHRIST THE KING ENGINEERING COLLEGE,42,B.E. Civil Engineering,6,6,0
7104,CHRIST THE KING ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,79,79,0
7104,CHRIST THE KING ENGINEERING COLLEGE,83,B.E Mechanical Engineering,138,138,0
7104,CHRIST THE KING ENGINEERING COLLEGE,84,B.E Civil Engineering,43,43,0
3113,MEASI ACADEMY OF ARCHITECTURE,75,B.Arch Architecture,436,430,0
7203,Akshaya college of engineering and technology,61,B.E. Computer Science and Engineering,155,155,0
7203,Akshaya college of engineering and technology,65,B.E. Electrical and Electronics Engineering,3,3,0
7203,Akshaya college of engineering and technology,81,B.E Electronics and Communication Engineering,117,117,0
7203,Akshaya college of engineering and technology,83,B.E Mechanical Engineering,58,58,0
7203,Akshaya college of engineering and technology,84,B.E Civil Engineering,48,48,0
7203,Akshaya college of engineering and technology,98,B.E Mechatronics Engineering,66,66,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,60,B.Tech. Chemical Engineering,4,4,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,22,22,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,14,14,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,8,8,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,23,23,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,57,57,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,84,B.E Civil Engineering,10,10,0
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,99,B.Tech. Biotechnology,10,10,0
8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,22,0,0
8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,6,0,0
8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,25,0,0
8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,1,0,0
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,146,146,2
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,94,94,8
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,37,B.Tech. Information Technology,77,77,0
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,104,104,0
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,124,124,0
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,65,65,11
7146,R V S COLLEGE OF COMPUTER APPLICATION,93,B.E Automobile Engineering,1,0,0
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,10,0,0
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,3,0,0
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,37,B.Tech. Information Technology,4,0,0
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,3,0,0
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,4,0,0
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,99,B.Tech. Biotechnology,17,0,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,61,B.E. Computer Science and Engineering,63,41,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,65,B.E. Electrical and Electronics Engineering,40,16,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,79,B.E Biomedical Engineering,92,0,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,81,B.E Electronics and Communication Engineering,35,11,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,83,B.E Mechanical Engineering,89,0,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,93,B.E Automobile Engineering,24,3,0
2119,RAJIV GANDHI COLLEGE OF ENGINEERING,142,B.Tech. Petroleum Engineering,49,35,0
2115,Panimalar Institute of Technology ,61,B.E. Computer Science and Engineering,574,574,0
2115,Panimalar Institute of Technology ,65,B.E. Electrical and Electronics Engineering,58,58,0
2115,Panimalar Institute of Technology ,37,B.Tech. Information Technology,552,552,3
2115,Panimalar Institute of Technology ,1046,INFORMATION TECHNOLOGY (FULL TIME),2,2,0
2115,Panimalar Institute of Technology ,1056,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,1,1,0
2115,Panimalar Institute of Technology ,7006,B.Tech. Computer Science and Business Systems,63,63,0
2115,Panimalar Institute of Technology ,81,B.E Electronics and Communication Engineering,484,484,0
2115,Panimalar Institute of Technology ,83,B.E Mechanical Engineering,72,72,0
2115,Panimalar Institute of Technology ,86,B.Tech. Artificial Intelligence and Data Science,250,250,0
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,183,183,0
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,101,101,0
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,37,B.Tech. Information Technology,181,181,0
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,274,274,0
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,83,B.E Mechanical Engineering,131,131,0
7212,KARPAGAM INSTITUTE OF TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,128,128,0
3106,EASWARI ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,571,0,0
3106,EASWARI ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,206,0,0
3106,EASWARI ENGINEERING COLLEGE,37,B.Tech. Information Technology,381,0,0
3106,EASWARI ENGINEERING COLLEGE,79,B.E Biomedical Engineering,107,0,0
3106,EASWARI ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,303,0,0
3106,EASWARI ENGINEERING COLLEGE,83,B.E Mechanical Engineering,491,0,0
3106,EASWARI ENGINEERING COLLEGE,84,B.E Civil Engineering,145,0,0
3106,EASWARI ENGINEERING COLLEGE,86,B.Tech. Artificial Intelligence and Data Science,130,0,0
3106,EASWARI ENGINEERING COLLEGE,87,B.E Robotics and Automation Engineering,100,0,0
3106,EASWARI ENGINEERING COLLEGE,91,B.E Electronics and Instrumenataion Engineering,149,0,0
3106,EASWARI ENGINEERING COLLEGE,93,B.E Automobile Engineering,103,0,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,60,58,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,13,13,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,67,B.E. Mechanical Engineering (Sandwich),10,10,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,47,B.E. Mechanical and Automation Engineering,11,10,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,7005,B.Tech. Food Technology,30,28,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,79,B.E Biomedical Engineering,21,19,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,40,40,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,84,B.E Civil Engineering,8,8,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,86,B.Tech. Artificial Intelligence and Data Science,42,42,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,93,B.E Automobile Engineering,8,8,0
2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,99,B.Tech. Biotechnology,35,34,0
2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,61,B.E. Computer Science and Engineering,26,26,0
2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,81,B.E Electronics and Communication Engineering,12,12,0
2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,83,B.E Mechanical Engineering,32,32,0
5122,S.K.P. ENGINEERING COLLEGE,61,B.E. Computer Science and Engineering,120,120,1
5122,S.K.P. ENGINEERING COLLEGE,65,B.E. Electrical and Electronics Engineering,38,38,0
5122,S.K.P. ENGINEERING COLLEGE,37,B.Tech. Information Technology,45,45,0
5122,S.K.P. ENGINEERING COLLEGE,81,B.E Electronics and Communication Engineering,30,30,0
5122,S.K.P. ENGINEERING COLLEGE,83,B.E Mechanical Engineering,32,32,0
6229,T.S.M. JAIN COLLEGE OF TECHNOLOGY,61,B.E. Computer Science and Engineering,57,57,0
6229,T.S.M. JAIN COLLEGE OF TECHNOLOGY,65,B.E. Electrical and Electronics Engineering,100,100,0
6229,T.S.M. JAIN COLLEGE OF TECHNOLOGY,81,B.E Electronics and Communication Engineering,44,44,0
6229,T.S.M. JAIN COLLEGE OF TECHNOLOGY,83,B.E Mechanical Engineering,130,130,0
