id,college code,college code,college type
1655,810,ST. JOSEPH'S POLYTECHNIC COLLEGE,POLYTECHNIC
1656,811,SRI ANNAMALAI POLYTECHNIC COLLEGE,POLYTECHNIC
1678,838,VIDHYALAKSHMI POLYTECHNIC COLLEGE,POLYTECHNIC
1658,813,SREE ARUMUGHAM POLYTECHNIC COLLEGE,POLYTECHNIC
1679,839,KALA PANDIAN POLYTECHNIC COLLEGE,POLYTECHNIC
1660,815,NETHAJI SUBASH CHANDRA BOSE POLYTECHNIC COLLEGE,POLYTECHNIC
1663,818,ACHARYA POLYTECHNIC COLLEGE,POLYTECHNIC
1681,841,SHRI RAMANAS ABC POLYTECHNIC COLLEGE,POLYTECHNIC
1667,822,U.S.P.POLYTECHNIC COLLEGE,POLYTECHNIC
1664,819,SRI THIAGARAJAR POLYTECHNIC COLLEGE,POLYTECHNIC
1665,820,JESU POLYTECHNIC COLLEGE,POLYTECHNIC
1672,829,THIRUMALAI POLYTECHNIC COLLEGE,POLYTECHNIC
1673,830,MUTHAYAMMAL POLYTECHNIC INSTITUTION,POLYTECHNIC
1668,823,BWDA POLYTECHNIC COLLEGE,POLYTECHNIC
1669,824,NACHIAPPA SWAMIGAL POLYTECHNIC COLLEGE,POLYTECHNIC
1671,827,G.P.POLYTECHNIC COLLEGE,POLYTECHNIC
1657,812,SURYA POLYTECHNIC  COLLEGE,POLYTECHNIC
1662,817,SHRI KRISHNAA POLYTECHNIC COLLEGE,POLYTECHNIC
1674,831,RAASI POLYTECHNIC COLLEGE,POLYTECHNIC
1675,833,S.M.S. POLYTECHNIC COLLEGE,POLYTECHNIC
1659,814,ANNAI MADHA POLYTECHNIC COLLEGE,POLYTECHNIC
1677,837,K E T POLYTECHNIC COLLEGE,POLYTECHNIC
1682,842,DEVANGAR POLYTECHNIC COLLEGE,POLYTECHNIC
1666,821,K.M.G.POLYTECHNIC COLLEGE,POLYTECHNIC
1676,836,S. THANGAPAZHAM POLYTECHNIC COLLEGE,POLYTECHNIC
493,1121,SAMS COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
1683,843,SRI MAHALAKSHMI POLYTECHNIC COLLEGE,POLYTECHNIC
1691,853,GOLDEN POLYTECHNIC COLLEGE,POLYTECHNIC
1693,857,V.K.P. POLYTECHNIC COLLEGE,POLYTECHNIC
1688,849,JEYA POLYTECHNIC COLLEGE,POLYTECHNIC
1687,848,KUMARAN POLYTECHNIC COLLEGE,POLYTECHNIC
1705,869,RANGANATHAN POLYTECHNIC COLLEGE,POLYTECHNIC
1689,850,THAAI POLYTECHNIC COLLEGE,POLYTECHNIC
1708,872,VELLORE POLYTECHNIC COLLEGE,POLYTECHNIC
1698,862,SWAMI VIVEKANANDA POLYTECHNIC COLLEGE,POLYTECHNIC
1685,845,SRI ANNAI POLYTECHNIC COLLEGE,POLYTECHNIC
1696,860,BHARATH NIKETAN POLYTECHNIC COLLEGE,POLYTECHNIC
1694,858,DR. KALAM POLYTECHNIC COLLEGE,POLYTECHNIC
1706,870,PSV POLYTECHNIC COLLEGE,POLYTECHNIC
1690,851,MEENAKSHI POLYTECHNIC COLLEGE,POLYTECHNIC
1686,846,HI-TECH POLYTECHNIC COLLEGE,POLYTECHNIC
1699,863,SREE VAIKUNDAR POLYTECHNIC COLLEGE,POLYTECHNIC
1695,859,T.J.S. POLYTECHNIC COLLEGE,POLYTECHNIC
1702,866,VIVEKANANDA POLYTECHNIC COLLEGE,POLYTECHNIC
1703,867,ST. JOSEPH'S POLYTECHNIC COLLEGE,POLYTECHNIC
1704,868,MAHARAJA POLYTECHNIC COLLEGE,POLYTECHNIC
1700,864,MRK POLYTECHNIC COLLEGE,POLYTECHNIC
1707,871,M.M POLYTECHNIC COLLEGE,POLYTECHNIC
1697,861,ST. XAVIER'S POLYTECHNIC COLLEGE,POLYTECHNIC
1726,897,RANE POLYTECHNIC TECHNICAL CAMPUS,POLYTECHNIC
515,1179,ST.PETER'S ENGINEERING COLLEGE,ENGINEERING
1712,877,SSR POLYTECHNIC COLLEGE,POLYTECHNIC
1728,899,MERIT POLYTECHNIC COLLEGE,POLYTECHNIC
1714,880,K.S.M. POLYTECHNIC COLLEGE,POLYTECHNIC
1715,881,HINDUSTHAN POLYTECHNIC COLLEGE,POLYTECHNIC
1727,898,RAMYA SATHIANATHAN POLYTECHNIC COLLEGE,POLYTECHNIC
1717,887,KAPI POLYTECHNIC COLLEGE,POLYTECHNIC
1735,909,SENTHUR POLYTECHNIC COLLEGE,POLYTECHNIC
1719,890,KAMATCHI POLYTECHNIC COLLEGE,POLYTECHNIC
1724,895,MARIA POLYTECHNIC COLLEGE,POLYTECHNIC
1721,892,VENKATRAMANA POLYTECHNIC COLLEGE,POLYTECHNIC
1723,894,ANGEL POLYTECHNIC COLLEGE,POLYTECHNIC
1737,912,SRI MOOGAMBIGAI POLYTEHNIC COLLEGE,POLYTECHNIC
1725,896,E G S PILLAI POLYTECHNIC COLLEGE,POLYTECHNIC
1736,911,PARIMALA PANDURANGAN POLYTECHNIC COLLEGE,POLYTECHNIC
1710,875,KONGUNADU POLYTECHNIC COLLEGE,POLYTECHNIC
1722,893,SRI VENKATESWARA POLYTECHNIC COLLEGE,POLYTECHNIC
1730,902,SITA RAJARAM POLYTECHNIC COLLEGE,POLYTECHNIC
1713,879,CMS POLYTECHNIC COLLEGE,POLYTECHNIC
1732,906,JEEVAN POLYTECHNIC COLLEGE,POLYTECHNIC
1733,907,VARADHARAJAN POLYTECHNIC COLLEGE,POLYTECHNIC
1718,888,SADASIVAM KATHIRKAMAVALLI POLYTECHNIC COLLEGE,POLYTECHNIC
1716,885,SRI VATSA POLYTECHNIC COLLEGE,POLYTECHNIC
551,2176,E.V.P. ENGINEERING COLLEGE,ENGINEERING
1739,915,E S POLYTECHNIC COLLEGE,POLYTECHNIC
1756,937,SRI ANDAL NACHIYAR POLYTECHNIC COLLEGE,POLYTECHNIC
1740,916,KONGHU HI-TEK POLYTECHNIC COLLEGE,POLYTECHNIC
1742,918,THIRUMAGAL POLYTECHNIC COLLEGE,POLYTECHNIC
1747,925,P S G PONNAMMAL POLYTECHNIC COLLEGE,POLYTECHNIC
1743,919,St. JUDE'S POLYTECHNIC COLLEGE,POLYTECHNIC
549,2130,SREE SASTHA SCHOOL OF ARCHITECTURE AND PLANNING,ENGINEERING
1764,946,ARASU POLYTECHNIC COLLEGE,POLYTECHNIC
1746,924,P S V POLYTECHNIC COLLEGE,POLYTECHNIC
1757,938,EASWAR POLYTECHNIC COLLEGE,POLYTECHNIC
1748,926,KAMARAJAR POLYTECHNIC COLLEGE,POLYTECHNIC
1741,917,SUTHANTHIRA POLYTECHNIC COLLEGE,POLYTECHNIC
1750,928,AMMAIAPPAR POLYTECHNIC COLLEGE,POLYTECHNIC
1752,933,VELUDAIYAR POLYTECHNIC COLLEGE,POLYTECHNIC
1753,934,VETHAMONICKAM MEMORIAL CSI POLYTECHNIC COLLEGE,POLYTECHNIC
1754,935,JCT POLYTECHNIC COLLEGE,POLYTECHNIC
1755,936,KURINJE  POLYTECHNIC COLLEGE,POLYTECHNIC
1749,927,R V REHA POLYTECHNIC COLLEGE,POLYTECHNIC
1745,921,MODERN POLYTECHNIC COLLEGE,POLYTECHNIC
1759,940,M.S.POLYTECHNIC COLLEGE,POLYTECHNIC
1758,939,DON BOSCO POLYTECHNIC COLLEGE,POLYTECHNIC
1762,944,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,POLYTECHNIC
1738,913,RATHNA POLYTECHNIC COLLEGE,POLYTECHNIC
1761,943,SRI RANGAPOOPATHI COLLEGE OF ENGINEERING,POLYTECHNIC
1780,211,SRI RAMAKRISHNA MISSION VIDYALAYA POLY. COLLEGE,POLYTECHNIC
1765,947,GKM COLLEGE OF ENGINEERING AND TECHNOLOGY,POLYTECHNIC
1768,950,JAYA INSTITUTE OF TECHNOLOGY,POLYTECHNIC
1779,209,P S G POLYTECHNIC COLLEGE,POLYTECHNIC
1766,948,SHRI SAI BABA POLYTECHNIC COLLEGE,POLYTECHNIC
1771,953,KMV POLYTECHNIC COLLEGE,POLYTECHNIC
1781,212,NACHIMUTHU POLYTECHNIC COLLEGE,POLYTECHNIC
1785,226,P A C RAMASAMY RAJA'S POLYTECHNIC COLLEGE,POLYTECHNIC
1774,956,SRS POLYTECHNIC COLLEGE,POLYTECHNIC
1773,955,NYRUTHI OLYTECHNIC COLLEGE,POLYTECHNIC
1776,116,TAMILNADU POLYTECHNIC COLLEGE,POLYTECHNIC
1782,216,THIAGARAJAR POLYTECHNIC COLLEGE,POLYTECHNIC
1777,175,DR DHARMAMBAL GOVT POLYTECHNIC COLLEGE FOR WOMEN,POLYTECHNIC
1769,951,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,POLYTECHNIC
1786,229,SANKAR POLYTECHNIC COLLEGE,POLYTECHNIC
1778,203,MURUGAPPA POLYTECHNIC COLLEGE,POLYTECHNIC
1784,225,V S VELLAICHAMY NADAR POLYTECHNIC COLLEGE,POLYTECHNIC
1783,221,THE SESHASAYEE INSTITUTE OF TECHNOLOGY,POLYTECHNIC
1767,949,VASANTHA MURUGU POLYTECHNIC COLLEGE,POLYTECHNIC
1787,276,PERIYAR CENTENARY POLYTECHNIC COLLEGE,POLYTECHNIC
581,3124,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY,ENGINEERING
1775,101,CENTRAL POLYTECHNIC COLLEGE,POLYTECHNIC
1770,952,MASS POLYTECHNIC COLLEGE,POLYTECHNIC
1772,954,SREE SAKTHI ENGINEERING COLLEGE,POLYTECHNIC
1369,210,C I T SANDWICH POLYTECHNIC COLLEGE,POLYTECHNIC
616,4123,SRI RAMANUJAR ENGINEERING COLLEGE,ENGINEERING
1451,378,I R T POLYTECHNIC COLLEGE,POLYTECHNIC
1394,310,MEENAKSHI KRISHNAN POLYTECHNIC COLLEGE,POLYTECHNIC
1318,104,INSTITUTE OF LEATHER TECHNOLOGY,POLYTECHNIC
1349,139,GOVERNMENT POLYTECHNIC COLLEGE,POLYTECHNIC
1385,279,AYYA NADAR JANAKIAMMAL POLYTECHNIC COLLEGE,POLYTECHNIC
1397,313,ELUMALAI POLYTECHNIC COLLEGE,POLYTECHNIC
1445,371,ANNAI VELANKANNI POLYTECHNIC COLLEGE,POLYTECHNIC
1436,360,CHRIST THE KING INSTI.OF TECHNOLOGY,POLYTECHNIC
1406,326,THE SALEM POLYTECHNIC COLLEGE,POLYTECHNIC
1364,202,RAMAKRISHNA MISSION POLYTECHNIC COLLEGE,POLYTECHNIC
1425,349,SEETHAIAMMAL POLYTECHNIC COLLEGE,POLYTECHNIC
1485,514,AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE,POLYTECHNIC
615,4122,SRI LAKSHMI AMMAL ENGINEERING COLLEGE,ENGINEERING
1415,336,THANTHAI ROEVER INSTITUTE OF POLYTECHNIC COLLEGE,POLYTECHNIC
1378,223,RUKMINI SHANMUGAM POLYTECHNIC COLLEGE,POLYTECHNIC
1427,351,PASUMPON NETHAJI POLYTECHNIC COLLEGE,POLYTECHNIC
1326,115,GOVERNMENT POLYTECHNIC COLLEGE,POLYTECHNIC
1463,404,GOVERNMENT TECHNICAL TRAINING CENTRE,POLYTECHNIC
1332,122,GOVERNMENT POLYTECHNIC COLLEGE,POLYTECHNIC
1359,149,GOVERNMENT POLYTECHNIC COLLEGE,POLYTECHNIC
1456,383,BHARATH POLYTECHNIC COLLEGE,POLYTECHNIC
1342,132,GOVERNMENT POLYTECHNIC COLLEGE,POLYTECHNIC
1502,538,S B M INSTITUTE OF TECHNOLOGY,POLYTECHNIC
649,4223,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
1539,578,T S SRINIVASAN POLYTECHNIC COLLEGE,POLYTECHNIC
1524,562,SRI SITHESWARAR POLYTECHNIC COLLEGE,POLYTECHNIC
1542,581,AMRITA POLYTECHNIC COLLEGE,POLYTECHNIC
1555,595,SHREENIVASA POLYTECHNIC COLLEGE,POLYTECHNIC
1522,560,SAMUEL POLYTECHNIC COLLEGE,POLYTECHNIC
1566,707,MEENAAKSHI RAMASAMY POLYTECHNIC COLLEGE,POLYTECHNIC
1491,521,SUGUNA POLYTECHNIC COLLEGE,POLYTECHNIC
1571,714,THENI KAMMAVAR SANGAM POLYTECHNIC COLLEGE,POLYTECHNIC
1513,550,NANDHA POLYTECHNIC COLLEGE,POLYTECHNIC
1568,711,S R G POLYTECHNIC COLLEGE,POLYTECHNIC
1582,725,THE INDIAN POLYTECHNIC COLLEGE,POLYTECHNIC
650,4224,UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM,ENGINEERING
679,5124,SARASWATHI VELU COLLEGE OF ENGINEERING,ENGINEERING
1495,526,SRI AYYAPPA POLYTECHNIC COLLEGE,POLYTECHNIC
1091,9507,FRANCIS XAVIER ENGINEERING COLLEGE,ENGINEERING
680,5125,SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,ENGINEERING
1597,741,NARASIMMA PALLAVAN POLYTECHNIC COLLEGE,POLYTECHNIC
1591,735,EXCEL POLYTECHNIC COLLEGE,POLYTECHNIC
1639,790,PARAMVEER POLYTECHNIC COLLEGE,POLYTECHNIC
1613,759,THIRUVALLUVAR POLYTECHNIC COLLEGE,POLYTECHNIC
1622,768,VIVEKANANDA POLYTECHNIC COLLEGE,POLYTECHNIC
1648,802,ST. JOSEPH  POLYTECHNIC COLLEGE,POLYTECHNIC
712,6120,SAPTHAGIRI COLLEGE OF ENGINEERING,ENGINEERING
1670,825,V.J.P.POLYTECHNIC COLLEGE,POLYTECHNIC
1692,855,RECT POLYTECHNIC COLLEGE,POLYTECHNIC
1701,865,TIRUMALA POLYTECHNIC COLLEGE,POLYTECHNIC
822,7154,PARK INSTITUTE OF ARCHITECTURE,ENGINEERING
1629,778,ADI PARASAKTHI POLYTECHNIC COLLEGE,POLYTECHNIC
1661,816,SHREE VENKATESHWARA HI TECH POLYTECHNIC COLLEGE,POLYTECHNIC
1760,941,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE,POLYTECHNIC
1711,876,VAANI POLYTECHNIC COLLEGE,POLYTECHNIC
1720,891,THEVANESAM ERUDHAYA AMMAL POLYTECHNIC COLLEGE,POLYTECHNIC
1684,844,MANORA POLYTECHNIC COLLEGE,POLYTECHNIC
1709,874,EVEREST POLYTECHNIC COLLEGE,POLYTECHNIC
1744,920,KA.SO.KA. POLYTECHNIC COLLEGE,POLYTECHNIC
1594,738,SRI RENGESWARAR POLYTECHNIC COLLEGE,POLYTECHNIC
1734,908,KUMARAN POLYTECHNIC COLLEGE,POLYTECHNIC
1604,749,A K T MEMORIAL POLYTECHNIC COLLEGE,POLYTECHNIC
1751,931,JAI KRISHNA POLYTECHNIC COLLEGE,POLYTECHNIC
1729,901,CHERAN POLYTECHNIC COLLEGE,POLYTECHNIC
1763,945,AKY POLYTECHNIC COLLEGE,POLYTECHNIC
747,6215,MAHENDRA COLLEGE OF ENGINEERING,ENGINEERING
746,6214,MAHA BARATHI ENGINEERING COLLEGE,ENGINEERING
835,7203,Akshaya college of engineering and technology,ENGINEERING
765,6233,VETRI VINAYAHA COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
772,7104,CHRIST THE KING ENGINEERING COLLEGE,ENGINEERING
901,7321,Nandha College of Technology,ENGINEERING
940,8122,M.A.M.B. SCHOOL,ENGINEERING
1062,9218,Sree Sowdambika College of Engineering Aruppukottai ,ENGINEERING
722,6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,ENGINEERING
1016,9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,ENGINEERING
959,8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
788,7120,MAHARAJA INSTITUTE OF TECHNOLOGY,ENGINEERING
545,2126,Sri muthukumaran institute of Technology ,ENGINEERING
569,3113,MEASI ACADEMY OF ARCHITECTURE,ENGINEERING
1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
778,7110,INFO INSTITUTE OF ENGINEERING,ENGINEERING
658,5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,ENGINEERING
1060,9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
812,7144,TEJAA SHAKTHI INSTITUTE OF TECHNOLOGY FOR WOMEN,ENGINEERING
814,7146,R V S COLLEGE OF COMPUTER APPLICATION,ENGINEERING
1391,305,ARULMIGU THIRIPURASUNDARIAMMAN POLY. COLLEGE,POLYTECHNIC
1651,805,DON BOSCO POLYTECHNIC  COLLEGE,POLYTECHNIC
626,4178,S.R.M. ENGINEERING COLLEGE,ENGINEERING
596,4103,ARM COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
622,4129,VI INSTITUTE OF TECHNOLOGY,ENGINEERING
612,4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,ENGINEERING
1393,307,VALLIAMMAI POLYTECHNIC COLLEGE,POLYTECHNIC
628,4202,A.C.T. COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
631,4205,AKSHEYAA COLLEGE OF ENGINEERING,ENGINEERING
1476,505,P S B POLYTECHNIC COLLEGE,POLYTECHNIC
667,5112,KANCHI PALLAVAN ENGINEERING COLLEGE,ENGINEERING
671,5116,PALLAVA RAJA COLLEGE OF ENGINEERING,ENGINEERING
1523,561,DUSI POLYTECHNIC COLLEGE,POLYTECHNIC
1602,747,SRI RENUGAMBAL POLYTECHNIC COLLEGE,POLYTECHNIC
1603,748,DHIVYA POLYTECHNIC COLLEGE,POLYTECHNIC
670,5115,P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
538,2119,RAJIV GANDHI COLLEGE OF ENGINEERING,ENGINEERING
613,4120,Tagore Engineering College,ENGINEERING
586,3129,ANAND SCHOOL OF ARCHITECTURE,ENGINEERING
621,4128,SRM VALLIAMMAI ENGINEERING COLLEGE,ENGINEERING
553,2178,SRI PADMAVATHY COLLEGE OF ENGINEERING,ENGINEERING
554,2179,V.K.K. VIJAYAN ENGINEERING COLLEGE,ENGINEERING
576,3119,ROYAL INSTITUTE OF MANAGEMENT STUDIES & COMPUTER APPLICATION,ENGINEERING
584,3127,THE NEW ROYAL COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
598,4105,ARS COLLEGE OF ENGINEERING,ENGINEERING
603,4110,GOPAL RAMALINGAM MEMORIAL ENGINEERING COLLEGE,ENGINEERING
844,7212,KARPAGAM INSTITUTE OF TECHNOLOGY,ENGINEERING
678,5123,S.K.P. INSTITUTE OF TECHNOLOGY,ENGINEERING
1338,128,GOVERNMENT POLYTECHNIC COLLEGE,POLYTECHNIC
677,5122,S.K.P. ENGINEERING COLLEGE,ENGINEERING
675,5120,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,ENGINEERING
761,6229,T.S.M. JAIN COLLEGE OF TECHNOLOGY,ENGINEERING
938,8120,M.A.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
481,1109,JAYA SURIYA ENGINEERING COLLEGE,ENGINEERING
482,1110,JOHN BOSCO ENGINEERING COLLEGE,ENGINEERING
494,1122,SEVA RATHNA VALLAL RCK COLLEGE OF ENGINEERING,ENGINEERING
510,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
480,1108,JAYA ENGINEERING COLLEGE,ENGINEERING
880,7278,SRI KRISHNA COLLEGE OF TECHNOLOGY,ENGINEERING
496,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
507,1135,Aalim Muhammed Salegh Academy of Architecture,ENGINEERING
478,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
479,1107,J N N INSTITUTE OF ENGINEERING,ENGINEERING
501,1129,VEL TECH,ENGINEERING
497,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY,ENGINEERING
508,1136,SCHOOL OF ARCHITECTURE ST.PETER'S COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
474,1102,AALIM MUHAMMED SALEGH ACADEMY OF ARCHITECTURE,ENGINEERING
475,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
495,1123,SRI KRISHNA COLLEGE OF ENGINEERING,ENGINEERING
506,1134,KUMARAN INSTITUTE OF TECHNOLOGY,ENGINEERING
476,1104,BHAJARANG ENGINEERING COLLEGE,ENGINEERING
874,7243,HINDUSTAN SCHOOL OF ARCHITECTURE,ENGINEERING
537,2118,RAJALAKSHMI SCHOOL OF ARCHITECTURE,ENGINEERING
511,1139,INTERNATIONAL MARITIME ACADEMY,ENGINEERING
512,1176,DEEN DAYAL ENGINEERING COLLEGE,ENGINEERING
514,1178,RAJA RAJESWARI ENGINEERING COLLEGE,ENGINEERING
486,1119,S A Engineering College,ENGINEERING
532,2113,P.B. COLLEGE OF ENGINEERING,ENGINEERING
518,1182,P.M.R. INSTITUTE OF TECHNOLOGY,ENGINEERING
909,7329,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
485,1113,R.M.K.Engineering College,ENGINEERING
489,1116,R.M.K. ENGINEERING COLLEGE,ENGINEERING
513,1177,J.A. INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
516,1180,VEL TECH,ENGINEERING
517,1181,DR.M.G.R. ENGINEERING COLLEGE,ENGINEERING
526,2107,KALSAR COLLEGE OF ENGINEERING,ENGINEERING
533,2114,PANIMALAR ENGINEERING COLLEGE,ENGINEERING
520,2101,ALPHA COLLEGE OF ENGINEERING,ENGINEERING
600,4107,DHANALAKSHMI COLLEGE OF ENGINEERING,ENGINEERING
529,2110,JEPPIAAR MAAMALLAN ENGINEERING COLLEGE,ENGINEERING
499,1127,St.Peter's College of Engineering and Technology, Avadi, Chennai ,ENGINEERING
484,1112,R.M.D. Engineering College,ENGINEERING
491,1114,S.A. ENGINEERING COLLEGE,ENGINEERING
540,2121,SAKTHI MARIAMMAN ENGINEERING COLLEGE,ENGINEERING
531,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
530,2111,MADHA ENGINEERING COLLEGE,ENGINEERING
521,2102,APOLLO ENGINEERING COLLEGE,ENGINEERING
523,2104,CHENNAI INSTITUTE OF TECHNOLOGY,ENGINEERING
527,2108,KINGS ENGINEERING COLLEGE,ENGINEERING
544,2125,SRI KALAIMAGAL COLLEGE OF ENGINEERING,ENGINEERING
573,3116,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,ENGINEERING
498,1126,J N N Institute of Engineering ,ENGINEERING
941,8123,M.A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
556,3101,ANAND INSTITUTE OF HIGHER TECHNOLOGY,ENGINEERING
575,3118,MOHAMMED SATHAK A.J.COLLEGE OF ENGINEERING,ENGINEERING
562,3106,EASWARI ENGINEERING COLLEGE,ENGINEERING
555,3100,ANNA UNIVERSITY, TARAMANI CAMPUS,ENGINEERING
572,3115,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,ENGINEERING
557,3102,JAGANNATH INSTITUTE OF TECHNOLOGY,ENGINEERING
559,3104,DHANALAKSHMI SRINIVASAN BUSINESS SCHOOL,ENGINEERING
488,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY ,ENGINEERING
565,3109,JERUSALEM COLLEGE OF ENGINEERING,ENGINEERING
567,3111,LOYOLA - ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
535,2116,RAJALAKSHMI ENGINEERING COLLEGE,ENGINEERING
547,2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
500,1128,TJS Engineering College,ENGINEERING
543,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
550,2131,PAPNI SCHOOL OF ARCHITECTURE,ENGINEERING
534,2115,Panimalar Institute of Technology ,ENGINEERING
490,1118,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College,ENGINEERING
546,2127,SRI VENKATESWARA COLLEGE OF ENGINEERING,ENGINEERING
528,2109,LOYOLA INSTITUTE OF TECHNOLOGY,ENGINEERING
558,3103,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY,ENGINEERING
595,4102,APOLLO PRIYADARSHANAM INSTITUTE OF TECHNOLOGY,ENGINEERING
974,8157,ELIZABETH COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
579,3122,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING,ENGINEERING
587,3130,DA VINCI SCHOOL OF DESIGN AND ARCHITECTURE,ENGINEERING
589,3132,ST. MARY'S SCHOOL OF MANAGEMENT STUDIES,ENGINEERING
539,2120,SKR Engineering College ,ENGINEERING
580,3123,ST.JOSEPH'S COLLEGE OF ENGINEERING,ENGINEERING
588,3131,MISRIMAL NAVAJEE MUNOTH JAIN SCHOOL OF ARCHITECTURE,ENGINEERING
591,3134,NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH,ENGINEERING
592,3176,AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY,ENGINEERING
593,3177,HINDUSTAN COLLEGE OF ENGINEERING,ENGINEERING
590,3133,JAWAHAR SCHOOL OF ARCHITECTURE PLANNING AND DESIGN,SALIGRAMAM,ENGINEERING
602,4109,GALAXY INSTITUTE OF MANAGEMENT,ENGINEERING
604,4111,INDIRA GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,ENGINEERING
605,4112,LORD AYYAPPA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
601,4108,G.K.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
582,3125,T.J. INSTITUTE OF TECHNOLOGY,ENGINEERING
975,8158,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,ENGINEERING
594,4101,ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY,ENGINEERING
525,2106,Jeppiaar Institute of technology,ENGINEERING
541,2122,Saveetha Engineering college (Autonomous),ENGINEERING
610,4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,ENGINEERING
608,4115,PERI INSTITUTE OF TECHNOLOGY,ENGINEERING
577,3120,JEPPIAAR SRR ENGINEERING COLLEGE ,ENGINEERING
624,4176,B.S.ABDUR RAHMAN CRESCENT ENGINEERING COLLEGE,ENGINEERING
625,4177,BHARATH INSTITUTE OF SCIENCE AND TECHNOLOGY,ENGINEERING
635,4209,DR. PAUL'S ENGINEERING COLLEGE,ENGINEERING
1009,9101,C.R. ENGINEERING COLLEGE,ENGINEERING
630,4204,ADHIPARASAKTHI ENGINEERING COLLEGE,ENGINEERING
637,4211,IFET COLLEGE OF ENGINEERING,ENGINEERING
568,3112,MARG Institute of Design and Architecture Swarnabhoomi (MIDAS),ENGINEERING
632,4206,ANNAI TERESA COLLEGE OF ENGINEERING,ENGINEERING
611,4118,RRASE COLLEGE OF ENGINEERING,ENGINEERING
633,4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,ENGINEERING
629,4203,A.R. ENGINEERING COLLEGE,ENGINEERING
564,3108,Jeppiaar Engineering College ,ENGINEERING
574,3117,MOHAMED SATHAK A.J ACADEMY OF ARCHITECTURE,ENGINEERING
