College Code,College Name ,Taluk,District,Pincode,College Address
8122,M.A.M.B. SCHOOL,,TIRUCHIRAPPALLI,621105,"Chennai main road, Siruganur"
8123,M.A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY,ILUPPUR,PUDUKKOTTAI,621316,"NH-45B, Boothakudi, RasanaickanppattyPost"
8124,M.I.E.T. ENGINEERING COLLEGE,,TIRUCHIRAPPALLI,620007,"Trichy-Pudukkottai Road, Gundur"
8125,MAHALAKSHMI ENGINEERING COLLEGE,,TIRUCHIRAPPALLI,621213,"Salem - Trichy Main Road, Melpathu Village, Sirugambur Post"
8126,MAM COLLEGE OF ENGINEERING,,TIRUCHIRAPPALLI,621105,"Trichy-Chennai Trunk Road, Siruganur"
8127,MEENAKSHI RAMASWAMY ENGINEERING COLLEGE,UDAYARPALAYAM,ARIYALUR,621804,"Trichy Main Road, MR Kalvi Nagar, Thathanur Post"
8128,MOOKAMBIGAI COLLEGE OF ENGINEERING,,PUDUKKOTTAI,622502,"Srinivasanagar, Kalamavur Post, Keeranur"
8129,OASYS INSTITUTE OF TECHNOLOGY,MUSIRI,TIRUCHIRAPPALLI,621006,"Thuraiyur main road, Pullivalam village"
8130,OXFORD ENGINEERING COLLEGE,,TIRUCHIRAPPALLI,620009,"Pirattiyur, Karumandapam"
8131,PAVENDAR BHARATHIDASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUCHIRAPPALLI,620024,"Thanjai Natraj Nagar, Pudukottai Main Road, Mathur Post"
8132,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY,,TIRUCHIRAPPALLI,620024,"Thanjai Natrajan Nagar, Pudukkottai Main Road, Mathur"
8133,R.V.S - K.V.K INSTITUTE OF MANAGEMENT STUDIES,,TIRUCHIRAPPALLI,621303,"Dindugal- Trichy Highway, Inamkulathur"
8134,ROEVER COLLEGE OF ENGINEERING AND TECHNOLOGY,,PERAMBALUR,621212,"Elambalur Post, Perambalur"
8135,ROEVER ENGINEERING COLLEGE,,PERAMBALUR,621212,"Elambalur Post, Perambalur"
8136,ROEVER INSTITUTE OF MANAGEMENT,,PERAMBALUR,621212,"Elambalur Post, Perambalur"
8138,SARANATHAN COLLEGE OF ENGINEERING,,TIRUCHIRAPPALLI,620012,"Venkateswara Nagar, NH-45B, Madurai Road, Panjappur"
8139,SHIVANI ENGINEERING COLLEGE,,TIRUCHIRAPPALLI,620009,"Poolangulathupatti, Trichy-Dindigul Main Road"
8140,SHIVANI COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUCHIRAPPALLI,620009,"90 Navallurkuttapattu Village, Trichy-Dindigul Main Road"
8141,SHIVANI SCHOOL OF BUSINESS MANAGEMENT,,TIRUCHIRAPPALLI,620009,"NavallurKuttapattu Village, Trichy - Dindigul High Road"
8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY,MANNACHANALLUR,TIRUCHIRAPPALLI,621105,"Ramanan Nagar, Siruganoor"
8143,SRINIVASAN ENGINEERING COLLEGE,,PERAMBALUR,621212,"274/C Thuraiyur Road, Perambalur"
8144,SUDHARSAN ENGINEERING COLLEGE,KULATHUR,PUDUKKOTTAI,622501,Sathiyamangalam
8145,THE SELVAM WOMEN EXCELLENCE ENGINEERING TECHNOLOGY,,TIRUCHIRAPPALLI,620012,"Raja Nagar, Nagamangalam"
8146,TRICHY ENGINEERING COLLEGE,,TIRUCHIRAPPALLI,621132,"Somu Nagar, Konalai"
8147,SRM TRP ENGINEERING COLLEGE,MANNACHANALLUR,TIRUCHIRAPPALLI,621105,Irungalur Village
8148,"UNIVERSITY COLLEGE OF ENGINEERING, ARIYALUR",,ARIYALUR,621704,"Thelur, Kavanoor Village, Kathankudikadu, Thelur Post"
8149,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING,,PERAMBALUR,621212,
8150,DHANALAKSHMI SRINIVASAN INSTITUTE OF RESEARCH AND TECHNOLOGY,,PERAMBALUR,621113,Trichy - Chennai Main RoadSiruvachur
8151,DHANALAKSHMI SRINIVASAN INSTITUTE OF TECHNOLOGY,,TIRUCHIRAPPALLI,621112,"NH - 45, Trichy - Chennai Main Road, Samayapuram"
8152,NALANDA SCHOOL OF BUSINESS,,PUDUKKOTTAI,620012,"Trichy - Madurai NH, Melapatchakudi, Edamalaipattipudur (Via) Fathima Nagar (PO)"
8153,RVS-KVK SCHOOL OF ARCHITECTURE,,TIRUCHIRAPPALLI,621303,"DINDIGUL HIGHWAY, INAMKULLATUR"
8154,SRI RAMAKRISHNA COLLEGE OF ENGINEERING,,PERAMBALUR,621113,"Sri Saradha Nagar, NH - 45"
8155,SURYA COLLEGE OF ENGINEERING,,TIRUCHIRAPPALLI,621132,Somu NagarKonalai
8156,ARIYALUR ENGINEERING COLLEGE,,ARIYALUR,621707,"NH 227, Karuppur, Trichy-Chithambaram National Highway Senapathi Post"
8157,ELIZABETH COLLEGE OF ENGINEERING AND TECHNOLOGY,VEPPANTHATTAI,PERAMBALUR,621102,"Selcrim Land, Annamangalam Post"
8158,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,Ariyalur,ARIYALUR,621704,"Nerunjikori Village, Pudhupalayam"
8159,PRIME NEST COLLEGE  OF ARCHITECTURE AND PLANNING,,TIRUCHIRAPPALLI,621105,"V.J.P.CAMPUS, NAVALADUYAN NAGAR SIRUGANUR, TRICHY-CHENNAI HIGHWAY"
8176,PERIYAR MANIAMMAI COLLEGE OF TECHNOLOGY FOR WOMEN,,THANJAVUR,613403,"Periyar Nagar, Vallam"
8201,A.R.J. COLLEGE OF ENGINEERING AND TECHNOLOGY,MANNARGUDI,TIRUVARUR,614001,"Thirumakkottai Main Road, Edayarnatham, Sundarakkottai Post"
8202,A.R.J. INSTITUTE OF MANAGEMENT STUDIES,,TIRUVARUR,614001,"Ayyanar Gardens, Edayarnatham, Thirumakkottai Main Road, Mannargudi"
8203,A.V.C COLLEGE OF ENGINEERING,MAYILADUTHURAI,NAGAPATTINAM,609305,Mannampandal Post
8204,ANJALAI AMMAL MAHALINGAM ENGINEERING COLLEGE,Needamangalam Taluk,TIRUVARUR,614403,Kovil Venni
8205,ANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,,THANJAVUR,612503,"Anakudi Road, Kovilacheri, Kumbakonam"
8206,ARASU ENGINEERING COLLEGE,,THANJAVUR,612501,"Chennai Main Road, Thiruvisanallur, Kumbakonam"
8207,AS-SALAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,THANJAVUR,612102,"Thirumangalakudi, Aduthurai"
8208,E.G.S.PILLAY ENGINEERING COLLEGE,,NAGAPATTINAM,611002,Nagore Post
8209,GNANAM SCHOOL OF BUSINESS,,THANJAVUR,613402,"Mary's Nagar, Trichy-Thanjavur Expressway, Sengipatti"
8210,K.S.K. COLLEGE OF ENGINEERING AND TECHNOLOGY,,THANJAVUR,612702,"Thanjavur Main Road, Ammapet Village, Darasuram Post, Kumbakonam"
8211,KINGS COLLEGE OF ENGINEERING,,PUDUKKOTTAI,613303,
8211,KINGS COLLEGE OF ENGINEERING,,PUDUKKOTTAI,613303,
8212,P.R.ENGINEERING COLLEGE,,THANJAVUR,613403,"Thanjavur-Trichy Highway, Vallam"
8213,PARISUTHAM INSTITUTE OF TECHNOLOGY AND SCIENCE,,THANJAVUR,613006,"Kamaraj Nagar, NH-67 Ring Road, Nanjikottai"
8214,PONNAIYAH RAMAJAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,THANJAVUR,613403,"Vallam, Trichy-Thanjavur Highway"
8215,PRIME COLLEGE OF ARCHITECTURE AND PLANNING,,NAGAPATTINAM,611104,"Main Road, Kilvelur"
8216,SEMBODAI RUKMANI VARATHARAJAN ENGINEERING COLLEGE,,NAGAPATTINAM,614820,"Sembodai Village, Vedaraniam"
8217,SIR ISSAC NEWTON COLLEGE OF ENGINEERING AND TECHNOLOGY,,NAGAPATTINAM,611102,"Veilankanni Road, Pappakovil Village, Andhanapetai Post"
8218,SMR EAST COAST COLLEGE OF ENGINEERING AND TECHNOLOGY,PERAVURANI,THANJAVUR,614612,"Somanathapattinam, Thiruvathevan"
8219,ST.JOSEPH'S COLLEGE OF ENGINEERING AND TECHNOLOGY,,THANJAVUR,613403,"A.S.Nagar, Ellupatti Village"
8220,STAR LION COLLEGE OF ENGINEERING AND TECHNOLOGY,,THANJAVUR,614206,"Manankorai, Thanjavur- Kumbakonam Main Road"
8221,"UNIVERSITY COLLEGE OF ENGINEERING, PATTUKKOTTAI",PATTUKKOTTAI,THANJAVUR,614701,Rajamadam
8222,"UNIVERSITY COLLEGE OF ENGINEERING, THIRUKKUVALAI",,NAGAPATTINAM,610204,
8223,VANDAYAR ENGINEERING COLLEGE,,THANJAVUR,613501,"Nagai Main Road, Pulavarnatham  Post, Mariammankovil  Via"
8224,M R K INSTITUTE OF TECHNOLOGY,KATTUMANNARKOIL,CUDDALORE,608301,Nattarmangalam Post
8225,SWAMI VIVEKANANDA INSTITUTE OF MANAGEMENT,,THANJAVUR,613403,"199/1, S.V.Nagar, Vallam"
8226,ARIFA INSTITUTE OF TECHNOLOGY,THIRUKKUVALAI,NAGAPATTINAM,611103,Esanoor VillageKeelaiyur Post
8227,"GOVERNMENT COLLEGE OF ENGINEERING, THANJAVUR",,THANJAVUR,613402,"GANDARVAKOTTAI ROAD, SENGIPATTI"
8301,"GOVERNMENT COLLEGE OF ENGINEERING, SRIRANGAM",SRIRANGAM,TIRUCHIRAPPALLI,620012,
8302,SVS INTERNATIONAL COLLEGE OF ARCHITECTURE,KULATHUR,PUDUKKOTTAI,622501,"SF No.206/9, 40, 41, 42, 43, MELUR VILLAGE"
9100,"ANNA UNIVERSITY REGIONAL CAMPUS, MADURAI",,MADURAI,625019,"KANYAKUMARI NATIONAL HIGHWAY, KEELAKUILKUDI"
9101,C.R. ENGINEERING COLLEGE,,MADURAI,625301,"Alagar Kovil Road, Alagar Kovil"
9102,CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE (CSIR) KARAIKUDI,,SIVAGANGAI,630006,Karaikudi
9103,CHENDHURAN COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAYAM,PUDUKKOTTAI,622507,"Lena Vilakku, Pilivalam Post"
9104,FATIMA MICHAEL COLLEGE OF ENGINEERING AND TECHNOLOGY,,MADURAI,625020,"Kalimangalam Panchayat, Senkottai Village"
9105,GANAPATHY CHETTIAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,RAMANATHAPURAM,623706,"Melakavanur, Muthukulathur Road, Paramakudi"
9106,K.L.N.COLLEGE OF ENGINEERING,,MADURAI,625001,
9107,K.L.N.COLLEGE OF INFORMATION TECHNOLOGY,,SIVAGANGAI,630611,"Madurai - Nedunkulam Road, Pottapalayam Post"
9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT,,SIVAGANGAI,630307,"Keeranipatti, Thalakkavur, Karaikudi"
9109,KARPAGA VINAYAGA INSTITUTE OF MANAGEMENT,,PUDUKKOTTAI,622422,
9110,LATHA MATHAVAN ENGINEERING COLLEGE,,MADURAI,625301,"Latha Mathavan Nagar, KidariPatti Post, AlagarKovil Via"
9111,MADURAI INSTITUTE OF ENGINEERING AND TECHNOLOGY,MANAMADURAI,SIVAGANGAI,630611,Pottapalayam Village
9112,MAHATH AMMA INSTITUTE OF ENGINEERING AND TECHNOLOGY,ILUPPUR,PUDUKKOTTAI,622101,"N.M.Nagar, Sithanavasal Road, Ariyur"
9113,MICHAEL INSTITUTE OF MANAGEMENT,,MADURAI,625017,"9, Michael Garden, P & T Nagar Extn"
9114,MNSK COLLEGE OF ENGINEERING,,PUDUKKOTTAI,622305,"Dhakshinapuram, Vallathirakkottai Post"
9115,MOHAMED SATHAK ENGINEERING COLLEGE,,RAMANATHAPURAM,623806,"East Coast Road, Kilakarai"
9116,MOTHER TERASA COLLEGE OF ENGINEERING AND TECHNOLOGY,,PUDUKKOTTAI,622102,"Mettusalai, Illuppur Post"
9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUMAYAM,PUDUKKOTTAI,622507,"Lena Vilakku, Pilivalam Post"
9118,OAA-MAVMM SCHOOL OF MANAGEMENT,,MADURAI,625301,"Kidaripatti, AlagarKoil"
9119,P.T.R.COLLEGE OF ENGINEERING AND TECHNOLOGY,,MADURAI,625008,"Thangapandiyan Nagar, Thoppur, Madurai - Tirumangalam Road, Austinpatti Post"
9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,,SIVAGANGAI,630561,"Arasanoor, Tirumansolai Post"
9121,PANNAI COLLEGE OF ENGINEERING AND TECHNOLOGY,,SIVAGANGAI,630561,"Manamadurai Main Road, Keelakandani"
9122,SOLAMALAI COLLEGE OF ENGINEERING,,MADURAI,625001,"S.V.Raja Nagar, Veerapanjan"
9123,SACS M.A.V.M.M ENGINEERING COLLEGE,,MADURAI,625301,"Kidaripatty Post, Alagarkoil Via"
9124,SHANMUGANATHAN ENGINEERING COLLEGE,THIRUMAYAM,PUDUKKOTTAI,622507,"Arasampatti, Pilivalam Post"
9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,SIVAGANGAI,630301,"Amaravathi Village, Karaikudi"
9126,SRI BHARATHI ENGINEERING COLLEGE FOR WOMEN,,PUDUKKOTTAI,622303,"Kaikkurichi Village, Alangudi Post"
9127,ST.MICHAEL COLLEGE OF ENGINEERING & TECHNOLOGY,,SIVAGANGAI,630551,"St.Santhiagappar Nagar, Kalayarkoil"
9128,SYED AMMAL ENGINEERING COLLEGE,,RAMANATHAPURAM,623502,"Dr.E.M Abdullah Campus, Lanthai, Achunthanavayal Post"
9129,ULTRA COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,,MADURAI,625104,"ULTRA Nagar, Madurai - Chennai Highway"
9130,"UNIVERSITY COLLEGE OF ENGINEERING, RAMANATHAPURAM",,RAMANATHAPURAM,623513,
9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY,,MADURAI,625009,"Madurai - Rameswaram HighRoad, Velammal Nagar, Viraganoor"
9132,VICKRAM COLLEGE OF ENGINEERING,,SIVAGANGAI,630561,"Madurai -Sivaganga Road, Sreenivasa Gardens, Enathi, Thirumansolai"
9133,VAIGAI COLLEGE OF ENGINEERING,MELUR,MADURAI,625122,Therkutheru
9134,DHAYA COLLEGE OF ENGINEERING,,MADURAI,625706, Tirumangalam
9176,Alagappa Chettiar Government College of Engineering and Technology,,SIVAGANGAI,630004,"ACCET, Karaikudi"
9177,THIAGARAJAR COLLEGE OF ENGINEERING,,MADURAI,625015,
9201,BHARATH NIKETAN ENGINEERING COLLEGE,,THENI,625536,"Thimmarasanaickanoor, Aundipatti"
9202,CHETTINAD COLLEGE OF ENGINEERING AND TECHNOLOGY,,KARUR,639114,"NH-67 Karur - Trichy Highway, Puliyur CF"
9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,DINDIGUL,624619,"Dindigul  Road, Near Check Post, Oddanchatram"
9204,KAMARAJ COLLEGE OF ENGINEERING AND TECHNOLOGY,,VIRUDHUNAGAR,626001,"SPG Chidambara Nadar-C.Nagammal Campus, NH-7, Virudhunagar-Madurai Road, S.P.G.C. Nagar"
9205,KARUR COLLEGE OF ENGINEERING,,KARUR,639002,"Karur-Erode Main Road, Sanjay Nagar, Athur Post"
9206,KODAIKANAL INSTITUTE OF TECHNOLOGY,,DINDIGUL,624104,"Machur Village & Post, Kodaikanal"
9207,M.KUMARASAMY COLLEGE OF ENGINEERING,,KARUR,639113,"Punjai Thottakurichi, Thalavapalayam"
9208,N P R COLLEGE OF ENGINEERING AND TECHNOLOGY,,DINDIGUL,624401,"Punnapatti, Uluppakudi, Natham"
9209,N.S.N. COLLEGE OF ENGINEERING AND TECHNOLOGY,,KARUR,639003,"NH- 7 Karur-Madurai Road , NSN Kalvi Nagar, Manalmedu"
