College Code,College Name ,Taluk,District,Pincode,College Address
2178,SRI PADMAVATHY COLLEGE OF ENGINEERING,SRIPERUMBUDHUR,KANCHIPURAM,602107,Mevalur Kuppam VillageValarpuram Post
2179,V.K.K. VIJAYAN ENGINEERING COLLEGE,SRIPERUMBUDHUR,KANCHIPURAM,602105,"102, Irunkattukottai Village"
3100,"ANNA UNIVERSITY, TARAMANI CAMPUS",,CHENNAI,600113,"CPT Campus, Taramani"
3101,ANAND INSTITUTE OF HIGHER TECHNOLOGY,,CHENNAI,603103,"Kalasalingam Nagar, Rajiv Gandhi Salai, Kazhipattur Village"
3102,JAGANNATH INSTITUTE OF TECHNOLOGY,,CHENNAI,603110,"Thandalam Village, Thiruporur"
3103,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY,,CHENNAI,600032,"Jawaharlal Nehru Road, Thiru-vi-ka Industrial Estate, Guindy"
3104,DHANALAKSHMI SRINIVASAN BUSINESS SCHOOL,,CHENGALPATTU,603104,"East Coast Road, Poonjeri Village, , Mamallapuram"
3105,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,CHENGALPATTU,603104,"East Coast Road, Poonjeri Village, Mamallapuram"
3105,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,,,
3106,EASWARI ENGINEERING COLLEGE,,CHENNAI,600089,"#50, Bharathi Salai, Ramapuram"
3107,JAWAHAR ENGINEERING COLLEGE,,CHENNAI,600093,"Sabarmathi, 54 kk road, Kaverirangan Nagar, Saligramam"
3108,JEPPIAAR ENGINEERING COLLEGE,,CHENNAI,600119,"Rajiv Gandhi Salai, Semmencherry Village, Sholinganallur"
3109,JERUSALEM COLLEGE OF ENGINEERING,,CHENNAI,601302,"Velachery-Tambaram Main Road, Narayanapuram, Pallikaranai"
3110,K.C.G. COLLEGE OF TECHNOLOGY,,CHENNAI,600097,"K.C.G Nagar, Rajiv Gandhi Salai, Karapakkam"
3111,LOYOLA - ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,,CHENNAI,600034,"Loyola College Campus, Nungambakkam"
3112,MARG INSTITUTE OF DESIGN & ARCHITECTURE SWARNABHOOMI(MIDAS),,CHENGALPATTU,603302,"MARG Swarnabhoomi, East Cost Road, Velur Village, Cheyyur Post"
3113,MEASI ACADEMY OF ARCHITECTURE,,CHENNAI,600014,"87, Peters Road, New College Campus, Royapettah"
3114,MEENAKSHI COLLEGE OF ENGINEERING,,,,
3114,MEENAKSHI COLLEGE OF ENGINEERING,,CHENNAI,600078,"12, Vembuliamman Koil Street, West K.K Nagar"
3115,MEENAKSHI SUNDARARAJAN ENGINEERING COLLEGE,,CHENNAI,600024,"363, Arcot Road, Kodambakkam"
3116,MISRIMAL NAVAJEE MUNOTH JAIN ENGINEERING COLLEGE,,CHENNAI,600097,"Guru Marudhar Kesari Building, Jyothi Nagar, Thorapakkam"
3117,MOHAMED SATHAK A.J. ACADEMY OF ARCHITECTURE,,CHENNAI,603103,"34, Rajiv Gandhi Salai, IT Highway, Egattur Siruseri"
3118,MOHAMMED SATHAK A.J.COLLEGE OF ENGINEERING,,CHENNAI,603103,"34, Rajiv Gandhi Salai, IT Highway, Egattur Siruseri"
3119,ROYAL INSTITUTE OF MANAGEMENT STUDIES & COMPUTER APPLICATION,,CHENGALPATTU,603104,"East Coast Road, Poonjeri Village, Mamallapuram"
3120,JEPPIAAR SRR ENGINEERING COLLEGE,,CHENNAI,603103,"Ram Nagar, Rajiv Gandhi Salai, Padur"
3121,SMK FOMRA INSTITUTE OF TECHNOLOGY,,CHENGALPATTU,603103,"Rajiv Gandhi Salai, I.T. Highway, Thaiyur Village, Near Kelambakkam"
3122,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING,,TIRUPORUR,603110,"Rajiv Gandhi Salai, SSN Nagar, Kalavakkam"
3123,ST.JOSEPH'S COLLEGE OF ENGINEERING,,CHENNAI,600119,"Jeppiar Nagar, Rajiv Gandhi Salai, Semmencherry Village, Sholinganallur"
3124,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY,,CHENNAI,600119,"Jeppiar Nagar, Rajiv Gandhi Salai, Semmencherry Village, Sholinganallur"
3125,T.J. INSTITUTE OF TECHNOLOGY,,CHENNAI,600097,"Rajiv Gandhi Salai, Karapakkam"
3126,THANGAVELU ENGINEERING COLLEGE,,CHENNAI,600097,"Rajiv Gandhi Salai, Karapakkam"
3127,THE NEW ROYAL COLLEGE OF ENGINEERING AND TECHNOLOGY,,CHENGALPATTU,603104,"East Coast Road, Poonjeri, Mamallapuram"
3128,AGNI COLLEGE OF TECHNOLOGY,,CHENGALPATTU,603103,"Rajiv Gandhi Salai, Thalambur, Near Navalur"
3129,ANAND SCHOOL OF ARCHITECTURE,,CHENGALPATTU,603103,"Kalasalingam NagarOld Mamallapuram Road, Kazhipattur"
3130,DA VINCI SCHOOL OF DESIGN AND ARCHITECTURE,,CHENNAI,600097,Rajiv Gandhi SalaiKarapakkam 
3131,MISRIMAL NAVAJEE MUNOTH JAIN SCHOOL OF ARCHITECTURE,,CHENNAI,600097,Jothi NagarThoraipakkam 
3132,ST. MARY'S SCHOOL OF MANAGEMENT STUDIES,,CHENNAI,600097,Jeppiaar Educational TrustJeppiaar Nagar Rajiv Gandhi Salai
3133,"JAWAHAR SCHOOL OF ARCHITECTURE PLANNING AND DESIGN,SALIGRAMAM",,CHENNAI,600093,"Sabarmathi, No.54K.K.Road Saligramam"
3134,NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH,,CHENNAI,600113,CSIR RoadNear Tidle Park Taramani
3176,AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY,,KANCHIPURAM,603104,Vinayaga NagarOld Mahapalipuram Road Paiyanoor
3177,HINDUSTAN COLLEGE OF ENGINEERING,,KANCHIPURAM,603103,"Post Box No.01Rajiv Gandhi Salai Padur, Chengalpattu TK"
4101,ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY,,KANCHIPURAM,631605,"No: 6, Muni Adi Nagar, Madura Sankarapuram Village, Puliambakkam Post"
4102,APOLLO PRIYADARSHANAM INSTITUTE OF TECHNOLOGY,,KANCHIPURAM,631604,"Tambaram-Kancheepuram Main Road, Oragadam, Walajabad Via, Chengalpattu"
4103,ARM COLLEGE OF ENGINEERING AND TECHNOLOGY,CHENGALPATTU,CHENGALPATTU,603209,"Sattamangalam Village, Maraimalainagar"
4104,ASAN MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,,CHENGALPATTU,603105,"Oragadam Road, Thandarai Village, Periya Irumbedu Post"
4105,ARS COLLEGE OF ENGINEERING,,CHENGALPATTU,603209,"Sattamangalam, Maraimalai Nagar Post"
4106,DHAANISH AHMED COLLEGE OF ENGINEERING,,TAMBARAM,601301,"SH 48, Dhaanish Nagar, Vanchuvanchery, Padappai Post"
4107,DHANALAKSHMI COLLEGE OF ENGINEERING,,TAMBARAM,601301,"Dr. V.P.R Nagar, Manimangalam"
4108,G.K.M. COLLEGE OF ENGINEERING AND TECHNOLOGY,TAMBARAM,CHENNAI,600063,"G.K.M Nagar, Alappakkam-Mappedu Road, Perungalthur"
4109,GALAXY INSTITUTE OF MANAGEMENT,SRIPERUMBUDHUR,KANCHIPURAM,602105,"Tambaram Road, Vellarai"
4110,GOPAL RAMALINGAM MEMORIAL ENGINEERING COLLEGE,,TAMBARAM,601301,"Rajeswari Nagar, Panapakkam, Padappai"
4111,INDIRA GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,,KANCHIPURAM,603101,"No.68, Chengalpattu-Kancheepuram High Road, Athur Post, Chengalpattu"
4112,LORD AYYAPPA INSTITUTE OF ENGINEERING AND TECHNOLOGY,,KANCHIPURAM,631605,"Walajabad Via, Uthukadu"
4113,LORD VENKATESHWARAA ENGINEERING COLLEGE,,KANCHIPURAM,631605,"Puliyambakkam, Walajabad Via"
4114,NEW PRINCE SHRI BHAVANI COLLEGE OF ENGINEERING AND TECHNOLOGY,,CHENNAI,600073,"Vengaivasal Main Road, Gowrivakkam"
4115,PERI INSTITUTE OF TECHNOLOGY,CHENGALPATTU,CHENNAI,600048,"Mannivakkam, Vandalur Via, Near West Tambaram"
4116,PRINCE DR.K.VASUDEVAN COLLEGE OF ENGINEERING AND TECHNOLOGY,,CHENNAI,600048,"Medavakkam-Mambakkam Road, Ponmar Village & Post"
4117,PRINCE SHRI VENKATESHWARA PADMAVATHY ENGINEERING COLLEGE,,CHENNAI,600048,"Medavakkam-Mambakkam Road, Ponmar"
4118,RRASE COLLEGE OF ENGINEERING,SRIPERUMBUDHUR,KANCHIPURAM,601301,"Walajabad Road, Vanchuvancherry Village, Padappai"
4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING,MADURANTHAGAM,CHENGALPATTU,603111,"No:6, G.S.T.Road, Mamandur Village"
4120,SRI KRISHNA ENGINEERING COLLEGE,,TAMBARAM,601302,"Panapakkam, Serparanchery Post, Padappai"
4121,SRI KRISHNA INSTITUTE OF TECHNOLOGY,,TAMBARAM,601301,"Navaneedham Nagar, Panapakkam Padappai"
4122,SRI LAKSHMI AMMAL ENGINEERING COLLEGE,,CHENNAI,600073,"Agaram Then Road, Thiruvanchery, Selaiyur, Madambakkam Post"
4123,SRI RAMANUJAR ENGINEERING COLLEGE,,CHENNAI,600048,"Vandalur-Kelambakkam Road, Kolapakkam, Vandalur"
4124,SRI SAI RAM INSTITUTE OF TECHNOLOGY,,CHENNAI,600044,"Sai Leo Nagar, Dharkast Ettayapuram, West Tambaram"
4125,SRI SAIRAM ENGINEERING COLLEGE,,CHENNAI,600044,"Sai Leo Nagar, Poonthandalam, West Tambaram"
4126,SRI VENKATESWARAA COLLEGE OF TECHNOLOGY,,SRIPERUMBUDUR,602105,"Vadakal Village, Mathur Post"
4127,TAGORE ENGINEERING COLLEGE,,CHENNAI,600048,"Vandalur-Kelambakkam Road, Rathinamangalam, Vandalur Via"
4128,SRM VALLIAMMAI ENGINEERING COLLEGE,,CHENGALPATTU,603203,"Potheri, S.R.M. Nagar, Kattankulathur Post"
4129,VI INSTITUTE OF TECHNOLOGY,,CHENGALPATTU,603108,"No.96, Chengalpattu-Thiruporur Highway, Sirunkundram"
4130,ANNAI VEILANKANNI'S COLLEGE OF ENGINEERING,,CHENNAI,600048,"33, Gandhi RoadNedunkkundram, Perungulathur"
4176,B.S.ABDUR RAHMAN CRESCENT ENGINEERING COLLEGE,CHENGALPATTU,KANCHIPURAM,600048,"Seethakathi Estate, G.S.T RoadVandalur Vill and Post"
4177,BHARATH INSTITUTE OF SCIENCE AND TECHNOLOGY,TAMBARAM,CHENNAI,600073,"No:173, Agharam RoadSelaiyur"
4178,S.R.M. ENGINEERING COLLEGE,,CHENGALPATTU,603203,"SRM Nagar, Potheri, Kattankulathur(Po)"
4201,A K T MEMORIAL COLLEGE OF ENGINEERING AND TECHNOLOGY,,VILUPPURAM,606202,"A.K.T Nagar, Neelamangalam, Kallakurichi"
4202,A.C.T. COLLEGE OF ENGINEERING AND TECHNOLOGY,MADURANTHAGAM,CHENGALPATTU,603107,"No: 15, Bukkathurai-Uthiramerur Road, Nelvoy Village"
4203,A.R. ENGINEERING COLLEGE,,VILUPPURAM,605601,"Vadakuchipalayam, Kappiyampuliyur Post, Mundiyambakkam Via"
4204,ADHIPARASAKTHI ENGINEERING COLLEGE,CHEYYUR,MELMARUVATHUR,603319,"Cheyyur-Vandavasi Road, Melmaruvathur"
4205,AKSHEYAA COLLEGE OF ENGINEERING,MADURANTHAGAM,CHENGALPATTU,603314,"Pulidivakkam, Near Nelvoy Junction"
4206,ANNAI TERESA COLLEGE OF ENGINEERING,,CUDDALORE,607204,"Thirunavalur Village & Post, Ulunderpet Road, Ulunderpettai"
4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY,,CUDDALORE,607003,"Jayaram Nagar, Chellankuppam"
4208,CHENDU COLLEGE OF ENGINEERING AND TECHNOLOGY,MADURANTHAGAM,CHENGALPATTU,603311,Zamin Endathur
4209,DR. PAUL'S ENGINEERING COLLEGE,"Vanur Taluk,",VILUPPURAM,605109,"Pauls Nagar, NH- 66, Pullichapallam"
4210,E.S. ENGINEERING COLLEGE,,VILUPPURAM,605602,"E.S.Nagar, NH-45, Chennai Trunk Road, Ayyankoilpattu"
4211,IFET COLLEGE OF ENGINEERING,,VILUPPURAM,605108,"IFET Nagar, Gangarampalayam Valavanur Post"
4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY,,MADURANTHAGAM,603308,"G.S.T. Road, Palyanoor Post, Chinnakolambakkam"
4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY,,CUDDALORE,607109,"Nellikuppam High Road, S. Kumarapuram, Maruthadu Post"
4214,KRS COLLEGE OF ENGINEERING,,VANDAVASI,604408,"Elangadu, Vandavasi - Tindivanam Road"
4216,MAILAM ENGINEERING COLLEGE,TINDIVANAM,VILUPPURAM,604304,Mailam
4217,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY,,VANDAVASI,604408,"321/15, Melmaruvathur Road, Birudur"
4218,SARASWATHY COLLEGE OF ENGINEERING AND TECHNOLOGY,,VILUPPURAM,604307,"NH-45, G.S.T. Road, Olakkur, Tindivanam"
4219,SRI ARAVINDAR ENGINEERING COLLEGE,"Vanur Taluk,",VILUPPURAM,605111,"Pondy - Mailam Road, Sedarapet Post"
4220,SRI RANGAPOOPATHI COLLEGE OF ENGINEERING,Gingee,VILUPPURAM,604151,"Puduchery- Bangalore Highway, Alampoondi"
4221,ST.ANNE'S COLLEGE OF ENGINEERING AND TECHNOLOGY,PANRUTI,CUDDALORE,607110,"Anguchettypalayam, Siruvathur Post"
4222,SURYA GROUP OF INSTITUTIONS,,VILUPPURAM,605652,"G.S.T. Road, Surya Nagar, Vikiravandi"
4223,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,VANDAVASI,604408,"Arunachal City, Ponnur Hills"
4223,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY,,TIRUVANNAMALAI,604408,"Arunachal City, Ponnur Hills, Vandavasi"
4224,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM",,TINDIVANAM,604001,"Melpakkam, Thiruvannamalai Bye Pass Road"
4225,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM",,VILUPPURAM,605103,
4226,"UNIVERSITY COLLEGE OF ENGINEERING, PANRUTI",,CUDDALORE,607106,"Chennai - Kumbakonam Highway, Panikkankuppam, Panruti"
4227,V.R.S. COLLEGE OF ENGINEERING AND TECHNOLOGY,ULUNDURPET,VILUPPURAM,607107,Arasur Post
4228,VEDHANTHA INSTITUTE OF TECHNOLOGY,,VILUPPURAM,606115,"Vedhantha NagarTrichy-Chennai National Highwary NH-45, Padur Post, Ulundurpet"
4276,PERUMAL SAMI RISHI ENGINEERING COLLEGE,,,,
5101,ADHIPARASAKTHI COLLEGE OF ENGINEERING,ARCOT,VELLORE,632506,"G.B.Nagar, Kalavai Post and Village"
5102,ANNAMALAIAR COLLEGE OF ENGINEERING,,POLUR,606902,"Modaiyur Village, Chetpet-Polur Road"
5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING,CHEYYAR,TIRUVANNAMALAI,604410,"Kalavai-Moranam Road, Vadamavandal Village, Namandi Post"
5104,ARUNAI ENGINEERING COLLEGE,,TIRUVANNAMALAI,606603,"Chittoor-Cuddalore Road, Velu Nagar, Thenmathur Village & Post"
5105,BHARATHIDASAN ENGINEERING COLLEGE,,NATTRAMPALLI,635852,"M.G.R. Nagar, K.Bandarapalli"
5106,C.ABDUL HAKEEM COLLEGE OF ENGINEERING AND TECHNOLOGY,WALAJA,VELLORE,632509,"Hakeem Nagar, Melvisharam"
5107,G.G.R. COLLEGE OF ENGINEERING,,VELLORE,632009,"Chennai-Bangalore Highway, Perumugai Village, Pillaiyarkuppam Post"
5108,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE,VELLORE,VELLORE,632102,"Chittoor-Cuddalore Road, Kaniyambadi & Post"
5109,GLOBAL INSTITUTE OF ENGINEERING AND TECHNOLOGY,WALAJA,VELLORE,632509,"257/1, Chennai-Bangalore Highway, Melvisharam"
5110,J E I MATHAAJEE COLLEGE OF ENGINEERING,,KANCHIPURAM,631552,"Kancheepuram-Arakkonam Road, Siruvakkam, Vishakandikuppam"
5111,ARUNAI COLLEGE OF ENGINEERING,,TIRUVANNAMALAI,606603,"Chittoor-Cuddalore Road, Velu Nagar, Thenmathur Village & Post"
5112,KANCHI PALLAVAN ENGINEERING COLLEGE,KANCHIPURAM,KANCHIPURAM,631502,KolivakkamIyyengarkulam Post
5113,KINGSTON ENGINEERING COLLEGE,,VELLORE,632059,"Chithoor Main Road, Christianpet Village, Mettukulam Panchayat, Katpadi TK"
5114,OXFORD COLLEGE OF ENGINEERING,,POLUR,606803,"Venmani Village, Karaipoondi Post"
5115,P.T. LEE CHENGALVARAYA NAICKER COLLEGE OF ENGINEERING AND TECHNOLOGY,,KANCHIPURAM,631502,"Oovery Chathiram, Veliyur Post, Near White Gate"
5116,PALLAVA RAJA COLLEGE OF ENGINEERING,KANCHIPURAM,KANCHIPURAM,631502,"Kolivakkam, Iyyengarkulam Post"
5117,PALLAVAN COLLEGE OF ENGINEERING,,KANCHIPURAM,631502,"Bangalore-Chennai Highway, Thimmasamudram Village and Post, Near White Gate"
5118,PODHIGAI COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPATTUR,VELLORE,635601,"Vinayakapuram, Adiyur Post"
5119,PRIYADARSHINI ENGINEERING COLLEGE,VANIYAMBADI,VELLORE,635751,"Barath Nagar, Chettiyappanur Village and Post"
5120,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING,CHEYYAR,TIRUVANNAMALAI,604407,"Kancheepuram - Cheyyar Main Road, Thumbai Village"
5121,RANIPPETTAI ENGINEERING COLLEGE,WALAJA,VELLORE,632513,"Chennai - Bangalore  Highway, Thenkadappanthangal"
5122,S.K.P. ENGINEERING COLLEGE,,TIRUVANNAMALAI,606611,"Bangalore - Puduchery Highway, Chinnakangiyanur Village, Somasipadi Post"
5123,S.K.P. INSTITUTE OF TECHNOLOGY,,TIRUVANNAMALAI,606611,"Chinnakangiyanur Village, Somasipadi Post"
5124,SARASWATHI VELU COLLEGE OF ENGINEERING,WALAJA,VELLORE,631102,"Jambukulam Road, Melvenkatapuram, Kattrampakkam Post"
5125,SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY,ARAKONAM,VELLORE,632531,"No.381, MBT Road, Ocheri"
5126,SREE KRISHNA COLLEGE OF ENGINEERING,,VELLORE,632101,"Unnai Village, Anaicut Post"
5127,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE,,ARNI,632317,"Arni - Arcot Road, Irumbedu Village and Post"
5128,SRI NANDHANAM COLLEGE OF ENGINEERING AND TECHNOLOGY,THIRUPATTUR,VELLORE,635601,"Molagaram Post, Molagarampatti Village"
5129,SRI RENUGAMBAL COLLEGE OF ARCHITECTURE,,POLUR,609907,C.C. RoadEttivadi
5130,ST.JOHN'S COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN,,VELLORE,632011,"Dharmavaram Road, Pannathur, T.B.Sanitorium Post"
5131,THANTHAI PERIYAR GOVT INSTITUTE OF TECHNOLOGY,,VELLORE,632002,"T.P.G.I.T, Bagayam"
5132,THIRUMALAI ENGINEERING COLLEGE,,KANCHIPURAM,631551,"Kilambi, Krishnapuram Post"
5133,"UNIVERSITY COLLEGE OF ENGINEERING, ARNI",,ARNI,632326,"Arni to Devikapuram Road, Thatchur"
5134,"UNIVERSITY COLLEGE OF ENGINEERING, KANCHIPURAM",,KANCHIPURAM,631552,"NH-4, Chennai-Bangalore Highway, Ponnerikkarai, Karaipettai Post"
5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY,,VELLORE,632517,"NH-4b, Chennai - Bengaluru HighwayArappakkam"
5136,SHRI SITHESWARAR ENGINEERING COLLEGE,,VELLORE,632503,Kalavai RoadPoongodu Arcot
5137,MMES ACADEMY OF ARCHITECTURE,,VELLORE,632509,"C.Abdul Hakeem College Campus, Hakeem Nagar, Melvisharam"
6101,ALPHA INSTITUTE OF MANAGEMENT,,NAMAKKAL,637201,"Puthu Puliyampatti, Chitalandur Post, Tiruchengode"
6102,ANNAPOORANA ENGINEERING COLLEGE,,SALEM,636308,"Sankari Main Road, NH-47, Periaseeragapadi"
6103,ARCHANA INSTITUTE OF TECHNOLOGY,,KRISHNAGIRI,635112,"NH-7, Salem Main Road, Thimapuram Village &  Post Kaveripattinam Via"
6104,COLLEGE OF BUSINESS MANAGEMENT,,KRISHNAGIRI,635111,Sappanipatti - NH7Karagur - (PO)
6105,DHIRAJLAL GANDHI COLLEGE OF TECHNOLOGY,OMALUR,SALEM,636309,"Sikkanampatty, Opposite to Salem Airport"
6106,DR.NAGARATHINAM'S COLLEGE OF ENGINEERING,RASIPURAM,NAMAKKAL,636203,"Alampalayam (Post), Mallur (Via)"
6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR,,KRISHNAGIRI,635104,NH 46Chennai Bangalore Highway Bargur
6108,ER.PERUMAL MANIMEKALAI COLLEGE OF ENGINEERING,HOSUR,KRISHNAGIRI,635117,"NH-7, Hosur-Krishnagiri Highway, Nallaganakotha Pallli, Near Koneripalli"
6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY,NALLAMPALLI,DHARMAPURI,636352,Thoppur
6110,JAYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,PENNAGARAM,DHARMAPURI,636813,"Dharmapuri - Hogenakkal Road, Nallanur"
6111,KNOWLEDGE BUSINESS SCHOOL,,SALEM,637504,"KIOT Campus, Kakapalayam Post"
6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY,,SALEM,637504,"KIOT Campus, NH-47, Kakapalayam Post"
6113,MAHENDRA ENGINEERING COLLEGE,THIRUCHENGODE,NAMAKKAL,637503,"Mahendrapuri, Mallasamudram (W)"
6114,MAHENDRA ENGINEERING COLLEGE FOR WOMEN,,NAMAKKAL,637205,"Kumaramangalam, Namakkal Road, Tiruchengode"
6115,MAHENDRA INSTITUTE OF ENGINEERING AND TECHNOLOGY,,NAMAKKAL,637503,"Mahendhirapuri, Vadugapalayam, Mallasamudram (W), Tiruchengode"
6116,MAHENDRA INSTITUTE OF TECHNOLOGY,THIRUCHENGODE,NAMAKKAL,637503,"Mahendhirapuri, Vadugapalayam, Mallasamudram (W)"
6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY,OMALUR,SALEM,636305,Poosaripatty
6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY,,KRISHNAGIRI,635108,"Balinayanapalli, Mittapalli, Elathagiri Via"
6119,RKKR SCHOOL OF MANAGEMENT STUDIES,,SALEM,637504,"Near KakkaPalayam, Ettimanikkampatti, Coimbatore Road"
6120,SAPTHAGIRI COLLEGE OF ENGINEERING,PALACODE,DHARMAPURI,635205,"Krishnagiri Main Road, Periyanahalli Post"
6121,SENGUNTHAR B SCHOOL FOR WOMEN,,NAMAKKAL,637205,"Sathinaickenpalayam, Kumaramangalam Post, Tiruchengode"
6122,SENGUNTHAR COLLEGE OF ENGINEERING,,NAMAKKAL,637205,"Sathinaickenpalayam Post, Kumaramangalam, Tiruchengode"
6123,SENGUNTHAR ENGINEERING COLLEGE,,NAMAKKAL,637205,"Sathinaickenpalayam, Kumaramangalam, Tiruchengode"
6124,SHREE SATHYAM COLLEGE OF ENGINEERING AND TECHNOLOGY,SANKARI,SALEM,637301,"Manjakkal Patty, Kuppanur Post"
6125,SRI VENKATESWARA INSTITUTE OF ENGINEERING,,KRISHNAGIRI,635115,"NH - 7, Bangalore Main Road, Melumalai"
6126,THE KAVERY COLLEGE OF ENGINEERING,METTUR,SALEM,636453,"M. Kalipatti, Mecheri"
6127,THE KAVERY ENGINEERING COLLEGE,METTUR,SALEM,636453,"Mecheri, M. Kalipatti Post"
6128,VARUVAN VADIVELAN INSTITUTE OF TECHNOLOGY,,DHARMAPURI,636703,"Krishnagiri Main Road, NH-7, Gundalapattay"
6129,VIVEKANANDHA COLLEGE OF ENGINEERING FOR WOMEN,,NAMAKKAL,637205,"Sathinaickenpalayam, Elayampalayam, Tiruchengode"
6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN,,NAMAKKAL,637205,"Sathinaickenpalayam, Elayampalayam, Tiruchengode"
6131,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN,,NAMAKKAL,637205,"Sathinaickenpalayam, Elayampalayam, Tiruchengode"
6132,VIVEKANANDHA BUSINESS SCHOOL FOR WOMEN,,NAMAKKAL,637205,"Sathinaickenpalayam, Elayampalayam, Tiruchengode"
6133,VIVEKANANDHA INSTITUTE OF INFORMATION AND MANAGEMENT STUDIES,,NAMAKKAL,637205,"Sathinaickenpalayam, Elayampalayam, Tiruchengode"
6134,HOSUR INSTITUTE OF TECHNOLOGY AND SCIENCE,HOSUR,KRISHNAGIRI,635115,Errandapalli Village
6135,"GOVERNMENT COLLEGE OF ENGINEERING, DHARMAPURI",,DHARMAPURI,636704,
6136,SPECTRUM COLLEGE OF TECHNOLOGY,METTUR,SALEM,636303,AYYAMPUDURKOLATHUR POST
6176,ADHIYAMAAN COLLEGE OF ENGINEERING,,KRISHNAGIRI,635109,"Dr MGR Nagar, Chennai-Bangalore Highway Hosur"
6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM,,SALEM,636011,"NH 7, Bangalore Highway, Karuppur, Omalur(Tk.)"
6178,SONA COLLEGE OF TECHNOLOGY,,SALEM,636005,Sona NagarThiagarajar Polytechnic Road Suramangalam Post
6179,VINAYAKA MISSIONS KIRUPANANDA VARIYAR ENGINEERING COLLEGE,,SALEM,636308,Sankari Main Road (NH-47)Periya Seeragapadi 
6201,A V S ENGINEERING COLLEGE,,SALEM,636003,"Military Road, Near Sakthi Kailash Women's College, Ammapet"
6202,ANNAI MATHAMMAL SHEELA ENGINEERING COLLEGE,,NAMAKKAL,637013,"Erumapatty Post, Namakkal"
6203,BHARATHIYAR INSTITUTE OF ENGINEERING FOR WOMEN,Attur Taluk,SALEM,636112,"43/3, Deviyakurichi"
6204,BRAHMA SCHOOL OF BUSINESS,,NAMAKKAL,637020,"Namakkal-Trichy Main Road, Valayapatti Post"
6205,CMS COLLEGE OF ENGINEERING,,NAMAKKAL,637003,"C M S Nagar, Eranapuram"
6206,GANESH COLLEGE OF ENGINEERING,,SALEM,636111,"Attur Main Road, Mettupatti"
6207,GNANAMANI COLLEGE OF ENGINEERING,,NAMAKKAL,637018,"NH-7, A. K. Samuthiram, Pachal Post"
6208,GNANAMANI COLLEGE OF TECHNOLOGY,,NAMAKKAL,637018,"NH 7, A.K. Samuthriam, Pachal Post"
6209,GNANAMANI INSTITUTE OF MANAGEMENT STUDIES,,NAMAKKAL,637018,"NH-7, A.K. Samuthiram, Pachal Post"
6210,GREENTECH COLLEGE OF ENGINEERING FOR WOMEN,Attur Taluk,SALEM,636108,NH-68 Narasingapuram Post
6211,IDHAYA ENGINEERING COLLEGE FOR WOMEN,,VILUPPURAM,606201,"Nainarpalayam Road, Chinnasalem"
6212,KING COLLEGE OF TECHNOLOGY,,NAMAKKAL,637020,"Trichi Main Road, Nallur"
6213,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,THOTTIYAM,TIRUCHIRAPPALLI,621215,"Trichy - Namakkal Main Road, Tholurpatti"
