2219,,8D8DE318BDEA82281E549FE330D89265,,yes
2219,,77AF377A4B7398B91CF4AD1E540C1572,,yes
2219,,A537C3850F6902DB73E46FC99AC626B9,,yes
2219,,DF81EB6FB72E5FC8FC84F701CE4F8B67,,yes
2219,,4E58899F1F5C3E3996B4343BF909D385,,yes
2218,,BE594B3FC39172C988B4B85976707C5F,,yes
2218,,C88CBC68E034E8FA5594F7DE177300A0,,yes
2218,,746686D4E376F93B46F4F7E3BAEBD7D9,,yes
2218,,9DCDF17881D4A078C2D467306F0EA07D,,yes
2218,,12EAA6CE4DCC17D936545E2EE8DE8EB4,,yes
2218,,C6154BCDC1C3B9DA1FD4032D96905F84,,yes
2218,,C152DA8F122C02EAF584CF9CC6FB2084,,yes
2218,,71A1E7BA844793A8AEA4124C4E32AA1B,,yes
2218,,AE3AA3EEDFAD97C9E2141D3A7DA38845,,yes
2218,,1B72E5B8D3757F68A3F422567017A341,,yes
2218,,13DD4D07A4DEFAC844A405F458B23D9D,,yes
2218,,7835304227736CF92C34F29604DC6BE9,,yes
2218,,6596C76BE9B9FD0A4B34FEF212197EDE,,yes
2218,,9D1C889085611578EBE4F061DB70E264,,yes
2218,,994B8B5AD80D729817949F0901BB5E68,,yes
2218,,CC52BEFCF7EF2A5B55744BAB8C0F549A,,yes
2218,,0B5FA81520548EAB4954FB716FC777A5,,yes
2218,,15EDC0432401AB39EAF410314D1A9FEF,,yes
2218,,96AFF4A0330E3478F2745684B8684E4A,,yes
2218,,CA51C5DDFE5763DA42B406D99FD6BAA5,,yes
2220,,C097538660B26D1BEFE422ADE56B648D,,yes
2220,,329E748AEEABF5A9DE1497DBE9F8D56F,,yes
2219,,B40A3AE6D9C588780454FA2693AF0E3A,,yes
2219,,84513C26D32CA00B0214D833214913D8,,yes
2219,,DFCAC2AF820152E8BA540769DDCECA13,,yes
2219,,933DD41001F375682164F1BAAD8413E8,,yes
2220,,B47AC3B98A145AD87644EAD0FC2781A4,,yes
2219,,BE016185189A56BA363470E892A06346,,yes
2219,,86970368B638D58BF1C4C47678F1FFE5,,yes
2220,,AC57C4180E4CD7D802848F8E9B794B8F,,yes
2219,,EDF974C1D18413E846B4DDFEF241D5BC,,yes
2219,,DEB77D1ECEBE181AF624C01A002A7D1A,,yes
2220,,9EF69C9C515E36BBC084440D92E0AB0B,,yes
2220,,E485FF768A58E6EB07E41423B52D5B2A,,yes
2218,,7FF07424B750FC683394856028BEA0AF,,yes
2218,,9B43B96CE00EF1BB521481D1C668948D,,yes
2218,,47CD829DE188263A03340A17AE29C5E1,,yes
2218,,B180C21AE84BC9887AF4803A6B288148,,yes
2218,,061273A796B7DDB8ECC4E2FD5F3FB5CB,,yes
