college_id,college_code,college_name
1385,279,AYYA NADAR JANAKIAMMAL POLYTECHNIC COLLEGE
1397,313,ELUMALAI POLYTECHNIC COLLEGE
1445,371,ANNAI VELANKANNI POLYTECHNIC COLLEGE
1436,360,CHRIST THE KING INSTI.OF TECHNOLOGY
1406,326,THE SALEM POLYTECHNIC COLLEGE
1364,202,RAMAKRISHNA MISSION POLYTECHNIC COLLEGE
1425,349,SEETHAIAMMAL POLYTECHNIC COLLEGE
615,4122,SRI LAKSHMI AMMAL ENGINEERING COLLEGE
1415,336,THANTHAI ROEVER INSTITUTE OF POLYTECHNIC COLLEGE
1378,223,RUKMINI SHANMUGAM POLYTECHNIC COLLEGE
1427,351,PASUMPON NETHAJI POLYTECHNIC COLLEGE
1485,514,AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE
1463,404,GOVERNMENT TECHNICAL TRAINING CENTRE
1586,729,KARTHIKEYA POLYTECHNIC COLLEGE
1332,122,GOVERNMENT POLYTECHNIC COLLEGE
1359,149,GOVERNMENT POLYTECHNIC COLLEGE
1456,383,BHARATH POLYTECHNIC COLLEGE
581,3124,ST.JOSEPH'S INSTITUTE OF TECHNOLOGY
1342,132,GOVERNMENT POLYTECHNIC COLLEGE
1610,756,JAYARAM POLYTECHNIC COLLEGE
1502,538,S B M INSTITUTE OF TECHNOLOGY
925,8107,CARE College of Engineering
1522,560,SAMUEL POLYTECHNIC COLLEGE
1611,757,IMAYAM POLYTECHNIC COLLEGE
1719,890,KAMATCHI POLYTECHNIC COLLEGE
1524,562,SRI SITHESWARAR POLYTECHNIC COLLEGE
1542,581,AMRITA POLYTECHNIC COLLEGE
1726,897,RANE POLYTECHNIC TECHNICAL CAMPUS
1732,906,JEEVAN POLYTECHNIC COLLEGE
1783,221,THE SESHASAYEE INSTITUTE OF TECHNOLOGY
1555,595,SHREENIVASA POLYTECHNIC COLLEGE
1539,578,T S SRINIVASAN POLYTECHNIC COLLEGE
1566,707,MEENAAKSHI RAMASAMY POLYTECHNIC COLLEGE
1491,521,SUGUNA POLYTECHNIC COLLEGE
1326,115,GOVERNMENT POLYTECHNIC COLLEGE
1571,714,THENI KAMMAVAR SANGAM POLYTECHNIC COLLEGE
1513,550,NANDHA POLYTECHNIC COLLEGE
920,8102,CAUVERY COLLEGE OF ENGINEERING AND TECHNOLOGY
1568,711,S R G POLYTECHNIC COLLEGE
1582,725,THE INDIAN POLYTECHNIC COLLEGE
921,8103,DESIGNED ENVIRONMENT ACADEMY AND RESEARCH INSTITUTE
930,8112,INDRA GANESAN COLLEGE OF ENGINEERING
586,3129,ANAND SCHOOL OF ARCHITECTURE
926,8108,HALLMARK BUSINESS SCHOOL
616,4123,SRI RAMANUJAR ENGINEERING COLLEGE
845,7214,NEHRU INSTITUTE OF ENGINEERING AND TECHNOLOGY
1091,9507,FRANCIS XAVIER ENGINEERING COLLEGE
1495,526,SRI AYYAPPA POLYTECHNIC COLLEGE
650,4224,"UNIVERSITY COLLEGE OF ENGINEERING, TINDIVANAM"
948,8130,OXFORD ENGINEERING COLLEGE
680,5125,SHRI SAPTHAGIRI INSTITUTE OF TECHNOLOGY
972,8155,SURYA COLLEGE OF ENGINEERING
932,8114,JAYARAM COLLEGE OF ENGINEERING AND TECHNOLOGY
935,8117,K.Ramakrishnan College of Technology
679,5124,SARASWATHI VELU COLLEGE OF ENGINEERING
956,8139,SHIVANI ENGINEERING COLLEGE
950,8132,PAVENDAR BHARATHIDASAN INSTITUTE OF INFORMATION TECHNOLOGY
563,3107,Jawahar Engineering College
964,8147,SRM TRP ENGINEERING COLLEGE
957,8140,SHIVANI COLLEGE OF ENGINEERING AND TECHNOLOGY
958,8141,SHIVANI SCHOOL OF BUSINESS MANAGEMENT
955,8138,SARANATHAN COLLEGE OF ENGINEERING
939,8121,M.A.M. SCHOOL OF ENGINEERING
962,8145,THE SELVAM WOMEN EXCELLENCE ENGINEERING TECHNOLOGY
942,8124,M.I.E.T. ENGINEERING COLLEGE
936,8118,KURINJI COLLEGE OF ENGINEERING AND TECHNOLOGY
789,7121,MCGAN'S OOTY SCHOOL OF ARCHITECTURE
937,8119,M.A.M. SCHOOL OF ARCHITECTURE
1597,741,NARASIMMA PALLAVAN POLYTECHNIC COLLEGE
1591,735,EXCEL POLYTECHNIC COLLEGE
473,1101,Aalim Muhammed Salegh College Of Engineering
1613,759,THIRUVALLUVAR POLYTECHNIC COLLEGE
1622,768,VIVEKANANDA POLYTECHNIC COLLEGE
1648,802,ST. JOSEPH  POLYTECHNIC COLLEGE
1734,908,KUMARAN POLYTECHNIC COLLEGE
1692,855,RECT POLYTECHNIC COLLEGE
1701,865,TIRUMALA POLYTECHNIC COLLEGE
1629,778,ADI PARASAKTHI POLYTECHNIC COLLEGE
1661,816,SHREE VENKATESHWARA HI TECH POLYTECHNIC COLLEGE
1711,876,VAANI POLYTECHNIC COLLEGE
1720,891,THEVANESAM ERUDHAYA AMMAL POLYTECHNIC COLLEGE
1670,825,V.J.P.POLYTECHNIC COLLEGE
1684,844,MANORA POLYTECHNIC COLLEGE
1709,874,EVEREST POLYTECHNIC COLLEGE
1744,920,KA.SO.KA. POLYTECHNIC COLLEGE
1594,738,SRI RENGESWARAR POLYTECHNIC COLLEGE
1760,941,PERUNTHALAIVAR K KAMARAJAR POLYTECHNIC COLLEGE
1604,749,A K T MEMORIAL POLYTECHNIC COLLEGE
1751,931,JAI KRISHNA POLYTECHNIC COLLEGE
1729,901,CHERAN POLYTECHNIC COLLEGE
822,7154,PARK INSTITUTE OF ARCHITECTURE
976,8159,PRIME NEST COLLEGE  OF ARCHITECTURE AND PLANNING
1763,945,AKY POLYTECHNIC COLLEGE
1039,9131,VELAMMAL COLLEGE OF ENGINEERING AND TECHNOLOGY
503,1131,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College
746,6214,MAHA BARATHI ENGINEERING COLLEGE
1392,306,SRIRAM POLYTECHNIC COLLEGE
1448,374,C P C L POLYTECHNIC COLLEGE
1505,541,SRI DURGADEVI POLYTECHNIC COLLEGE
1525,563,JOHN BOSCO POLYTECHNIC COLLEGE
1529,567,JAYA POLYTECHNIC COLLEGE
1695,859,T.J.S. POLYTECHNIC COLLEGE
1769,951,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY
1778,203,MURUGAPPA POLYTECHNIC COLLEGE
476,1104,BHAJARANG ENGINEERING COLLEGE
494,1122,SEVA RATHNA VALLAL RCK COLLEGE OF ENGINEERING
747,6215,MAHENDRA COLLEGE OF ENGINEERING
474,1102,AALIM MUHAMMED SALEGH ACADEMY OF ARCHITECTURE
496,1124,SRI VENKATESWARA COLLEGE OF ENGINEERING AND TECHNOLOGY
508,1136,SCHOOL OF ARCHITECTURE ST.PETER'S COLLEGE OF ENGINEERING AND TECHNOLOGY
489,1116,R M K College of Engineering and Technology (Autonomous)
486,1119,S A Engineering College
1138,9615,MARIA COLLEGE OF ENGINEERING AND TECHNOLOGY
1060,9216,SBM COLLEGE OF ENGINEERING AND TECHNOLOGY
1062,9218,Sree Sowdambika College of Engineering Aruppukottai 
778,7110,INFO INSTITUTE OF ENGINEERING
901,7321,Nandha College of Technology
722,6130,VIVEKANANDHA COLLEGE OF TECHNOLOGY FOR WOMEN
772,7104,CHRIST THE KING ENGINEERING COLLEGE
1016,9108,KARAIKUDI INSTITUTE OF TECHNOLOGY AND KARAIKUDI INSTITUTE OF MANAGEMENT
788,7120,MAHARAJA INSTITUTE OF TECHNOLOGY
569,3113,MEASI ACADEMY OF ARCHITECTURE
835,7203,Akshaya college of engineering and technology
658,5103,ARULMIGU MEENAKSHI AMMAN COLLEGE OF ENGINEERING
928,8110,IMAYAM COLLEGE OF ENGINEERING
940,8122,M.A.M.B. SCHOOL
959,8142,SHRI ANGALA AMMAN COLLEGE OF ENGINEERING AND TECHNOLOGY
1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY
814,7146,R V S COLLEGE OF COMPUTER APPLICATION
612,4119,SHRI ANDAL ALAGAR COLLEGE OF ENGINEERING
1391,305,ARULMIGU THIRIPURASUNDARIAMMAN POLY. COLLEGE
1651,805,DON BOSCO POLYTECHNIC  COLLEGE
626,4178,S.R.M. ENGINEERING COLLEGE
1006,8301,Government College of Engineering Srirangam 
1393,307,VALLIAMMAI POLYTECHNIC COLLEGE
628,4202,A.C.T. COLLEGE OF ENGINEERING AND TECHNOLOGY
631,4205,AKSHEYAA COLLEGE OF ENGINEERING
1476,505,P S B POLYTECHNIC COLLEGE
667,5112,KANCHI PALLAVAN ENGINEERING COLLEGE
671,5116,PALLAVA RAJA COLLEGE OF ENGINEERING
1523,561,DUSI POLYTECHNIC COLLEGE
1602,747,SRI RENUGAMBAL POLYTECHNIC COLLEGE
1603,748,DHIVYA POLYTECHNIC COLLEGE
646,4221,St. Anne's College of Engineering and Technology
538,2119,RAJIV GANDHI COLLEGE OF ENGINEERING
553,2178,SRI PADMAVATHY COLLEGE OF ENGINEERING
554,2179,V.K.K. VIJAYAN ENGINEERING COLLEGE
576,3119,ROYAL INSTITUTE OF MANAGEMENT STUDIES & COMPUTER APPLICATION
584,3127,THE NEW ROYAL COLLEGE OF ENGINEERING AND TECHNOLOGY
598,4105,ARS COLLEGE OF ENGINEERING
603,4110,GOPAL RAMALINGAM MEMORIAL ENGINEERING COLLEGE
544,2125,SRI KALAIMAGAL COLLEGE OF ENGINEERING
543,2124,SREE SASTHA INSTITUTE OF ENGINEERING AND TECHNOLOGY
1338,128,GOVERNMENT POLYTECHNIC COLLEGE
844,7212,KARPAGAM INSTITUTE OF TECHNOLOGY
534,2115,Panimalar Institute of Technology 
678,5123,S.K.P. INSTITUTE OF TECHNOLOGY
675,5120,SRI RAMANA MAHARISHI COLLEGE OF ENGINEERING
677,5122,S.K.P. ENGINEERING COLLEGE
562,3106,EASWARI ENGINEERING COLLEGE
547,2128,JAYA COLLEGE OF ENGINEERING AND TECHNOLOGY
510,1138,SRI JAYARAM INSTITUTE OF ENGINEERING AND TECHNOLOGY
712,6120,SAPTHAGIRI COLLEGE OF ENGINEERING
479,1107,J N N INSTITUTE OF ENGINEERING
475,1103,GRT INSTITUTE OF ENGINEERING AND TECHNOLOGY
501,1129,VEL TECH
478,1106,INDIRA INSTITUTE OF ENGINEERING AND TECHNOLOGY
506,1134,KUMARAN INSTITUTE OF TECHNOLOGY
481,1109,JAYA SURIYA ENGINEERING COLLEGE
482,1110,JOHN BOSCO ENGINEERING COLLEGE
485,1113,R.M.K.Engineering College
512,1176,DEEN DAYAL ENGINEERING COLLEGE
514,1178,RAJA RAJESWARI ENGINEERING COLLEGE
511,1139,INTERNATIONAL MARITIME ACADEMY
518,1182,P.M.R. INSTITUTE OF TECHNOLOGY
523,2104,CHENNAI INSTITUTE OF TECHNOLOGY
531,2112,MADHA INSTITUTE OF ENGINEERING AND TECHNOLOGY
540,2121,SAKTHI MARIAMMAN ENGINEERING COLLEGE
513,1177,J.A. INSTITUTE OF ENGINEERING AND TECHNOLOGY
516,1180,VEL TECH
517,1181,DR.M.G.R. ENGINEERING COLLEGE
526,2107,KALSAR COLLEGE OF ENGINEERING
909,7329,VELALAR COLLEGE OF ENGINEERING AND TECHNOLOGY
520,2101,ALPHA COLLEGE OF ENGINEERING
532,2113,P.B. COLLEGE OF ENGINEERING
529,2110,JEPPIAAR MAAMALLAN ENGINEERING COLLEGE
530,2111,MADHA ENGINEERING COLLEGE
931,8113,J.J.College Of Engineering and Technology
527,2108,KINGS ENGINEERING COLLEGE
537,2118,RAJALAKSHMI SCHOOL OF ARCHITECTURE
567,3111,LOYOLA - ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY
528,2109,LOYOLA INSTITUTE OF TECHNOLOGY
535,2116,RAJALAKSHMI ENGINEERING COLLEGE
546,2127,SRI VENKATESWARA COLLEGE OF ENGINEERING
565,3109,JERUSALEM COLLEGE OF ENGINEERING
500,1128,TJS Engineering College
490,1118,Veltech Multitech Dr. Rangarajan Dr. Sakunthala Engineering College
941,8123,M.A.R. COLLEGE OF ENGINEERING AND TECHNOLOGY
550,2131,PAPNI SCHOOL OF ARCHITECTURE
575,3118,MOHAMMED SATHAK A.J.COLLEGE OF ENGINEERING
555,3100,"ANNA UNIVERSITY, TARAMANI CAMPUS"
557,3102,JAGANNATH INSTITUTE OF TECHNOLOGY
559,3104,DHANALAKSHMI SRINIVASAN BUSINESS SCHOOL
558,3103,CENTRAL INSTITUTE OF PLASTICS ENGINEERING AND TECHNOLOGY
827,7177,"GOVERNMENT COLLEGE OF TECHNOLOGY, COIMBATORE"
539,2120,SKR Engineering College 
595,4102,APOLLO PRIYADARSHANAM INSTITUTE OF TECHNOLOGY
974,8157,ELIZABETH COLLEGE OF ENGINEERING AND TECHNOLOGY
541,2122,Saveetha Engineering college (Autonomous)
587,3130,DA VINCI SCHOOL OF DESIGN AND ARCHITECTURE
589,3132,ST. MARY'S SCHOOL OF MANAGEMENT STUDIES
579,3122,SRI SIVASUBRAMANIYA NADAR COLLEGE OF ENGINEERING
591,3134,NATIONAL INSTITUTE OF TECHNICAL TEACHERS TRAINING AND RESEARCH
592,3176,AARUPADAI VEEDU INSTITUTE OF TECHNOLOGY
593,3177,HINDUSTAN COLLEGE OF ENGINEERING
580,3123,ST.JOSEPH'S COLLEGE OF ENGINEERING
602,4109,GALAXY INSTITUTE OF MANAGEMENT
604,4111,INDIRA GANDHI COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN
605,4112,LORD AYYAPPA INSTITUTE OF ENGINEERING AND TECHNOLOGY
594,4101,ADHI COLLEGE OF ENGINEERING AND TECHNOLOGY
975,8158,NELLIANDAVAR INSTITUTE OF TECHNOLOGY
497,1125,SRI VENKATESWARA INSTITUTE OF SCIENCE AND TECHNOLOGY
582,3125,T.J. INSTITUTE OF TECHNOLOGY
588,3131,MISRIMAL NAVAJEE MUNOTH JAIN SCHOOL OF ARCHITECTURE
590,3133,"JAWAHAR SCHOOL OF ARCHITECTURE PLANNING AND DESIGN,SALIGRAMAM"
601,4108,G.K.M. COLLEGE OF ENGINEERING AND TECHNOLOGY
633,4207,C.K. COLLEGE OF ENGINEERING & TECHNOLOGY
629,4203,A.R. ENGINEERING COLLEGE
568,3112,MARG Institute of Design and Architecture Swarnabhoomi (MIDAS)
624,4176,B.S.ABDUR RAHMAN CRESCENT ENGINEERING COLLEGE
625,4177,BHARATH INSTITUTE OF SCIENCE AND TECHNOLOGY
635,4209,DR. PAUL'S ENGINEERING COLLEGE
1009,9101,C.R. ENGINEERING COLLEGE
637,4211,IFET COLLEGE OF ENGINEERING
548,2129,St Joseph college of Engineering 
632,4206,ANNAI TERESA COLLEGE OF ENGINEERING
1141,9618,PONJESLY COLLEGE OF ENGINEERING
564,3108,Jeppiaar Engineering College 
566,3110,KCG College of Technology
574,3117,MOHAMED SATHAK A.J ACADEMY OF ARCHITECTURE
577,3120,JEPPIAAR SRR ENGINEERING COLLEGE 
1010,9102,CENTRAL ELECTROCHEMICAL RESEARCH INSTITUTE (CSIR) KARAIKUDI
655,4276,PERUMAL SAMI RISHI ENGINEERING COLLEGE
643,4218,SARASWATHY COLLEGE OF ENGINEERING AND TECHNOLOGY
642,4217,S.R.I COLLEGE OF ENGINEERING AND TECHNOLOGY
644,4219,SRI ARAVINDAR ENGINEERING COLLEGE
663,5108,GANADIPATHY TULSI'S JAIN ENGINEERING COLLEGE
676,5121,RANIPPETTAI ENGINEERING COLLEGE
653,4227,V.R.S. COLLEGE OF ENGINEERING AND TECHNOLOGY
639,4213,KRISHNASAMY COLLEGE OF ENGINEERING AND TECHNOLOGY
640,4214,KRS COLLEGE OF ENGINEERING
654,4228,VEDHANTHA INSTITUTE OF TECHNOLOGY
662,5107,G.G.R. COLLEGE OF ENGINEERING
666,5111,ARUNAI COLLEGE OF ENGINEERING
657,5102,ANNAMALAIAR COLLEGE OF ENGINEERING
665,5110,J E I MATHAAJEE COLLEGE OF ENGINEERING
1043,9176,Alagappa Chettiar Government College of Engineering and Technology
583,3126,THANGAVELU ENGINEERING COLLEGE 
638,4212,KARPAGA VINAYAGA COLLEGE OF ENGINEERING AND TECHNOLOGY
669,5114,OXFORD COLLEGE OF ENGINEERING
1158,9635,STELLA MARY'S COLLEGE OF ENGINEERING
647,4222,Surya Group of Institutions 
699,6107,GOVERNMENT COLLEGE OF ENGINEERING - BARGUR
614,4121,SRI KRISHNA INSTITUTE OF TECHNOLOGY
1075,9231,CHERAN COLLEGE OF ENGINEERING
701,6109,JAYALAKSHMI INSTITUTE OF TECHNOLOGY
706,6114,MAHENDRA ENGINEERING COLLEGE FOR WOMEN
705,6113,MAHENDRA ENGINEERING COLLEGE
690,5135,ANNAI MIRA COLLEGE OF ENGINEERING AND TECHNOLOGY
708,6116,MAHENDRA INSTITUTE OF TECHNOLOGY
683,5128,SRI NANDHANAM COLLEGE OF ENGINEERING AND TECHNOLOGY
684,5129,SRI RENUGAMBAL COLLEGE OF ARCHITECTURE
685,5130,ST.JOHN'S COLLEGE OF ENGINEERING AND TECHNOLOGY FOR WOMEN
691,5136,SHRI SITHESWARAR ENGINEERING COLLEGE
693,6101,ALPHA INSTITUTE OF MANAGEMENT
692,5137,MMES ACADEMY OF ARCHITECTURE
695,6103,ARCHANA INSTITUTE OF TECHNOLOGY
696,6104,COLLEGE OF BUSINESS MANAGEMENT
698,6106,DR.NAGARATHINAM'S COLLEGE OF ENGINEERING
703,6111,KNOWLEDGE BUSINESS SCHOOL
674,5119,Priyadarshi Engineering college 
715,6123,SENGUNTHAR ENGINEERING COLLEGE
704,6112,KNOWLEDGE INSTITUTE OF TECHNOLOGY
730,6177,GOVERNMENT COLLEGE OF ENGINEERING - SALEM
719,6127,THE KAVERY ENGINEERING COLLEGE
688,5133,University College of Engineering ARNI
740,6208,GNANAMANI COLLEGE OF TECHNOLOGY
709,6117,NARASU'S SARATHY INSTITUTE OF TECHNOLOGY
723,6131,VIVEKANANDHA INSTITUTE OF ENGINEERING & TECHNOLOGY FOR WOMEN
1042,9134,DHAYA COLLEGE OF ENGINEERING
739,6207,GNANAMANI COLLEGE OF ENGINEERING
711,6119,RKKR SCHOOL OF MANAGEMENT STUDIES
717,6125,SRI VENKATESWARA INSTITUTE OF ENGINEERING
710,6118,P.S.V.COLLEGE OF ENGINEERING AND TECHNOLOGY
724,6132,VIVEKANANDHA BUSINESS SCHOOL FOR WOMEN
725,6133,VIVEKANANDHA INSTITUTE OF INFORMATION AND MANAGEMENT STUDIES
726,6134,HOSUR INSTITUTE OF TECHNOLOGY AND SCIENCE
728,6136,SPECTRUM COLLEGE OF TECHNOLOGY
732,6179,VINAYAKA MISSIONS KIRUPANANDA VARIYAR ENGINEERING COLLEGE
736,6204,BRAHMA SCHOOL OF BUSINESS
741,6209,GNANAMANI INSTITUTE OF MANAGEMENT STUDIES
742,6210,GREENTECH COLLEGE OF ENGINEERING FOR WOMEN
744,6212,KING COLLEGE OF TECHNOLOGY
735,6203,Bharathiyar Institute of engineering for women
756,6224,SALEM COLLEGE OF ENGINEERING AND TECHNOLOGY
754,6222,PAVAI COLLEGE OF TECHNOLOGY
773,7105,COIMBATORE INSTITUTE OF ENGINEERING AND TECHNOLOGY
727,6135,"Government College of Engineering, Dharmapuri"
774,7106,CSI COLLEGE OF ENGINEERING
721,6129,Vivekanandha College of Engineering for Women
731,6178,SONA COLLEGE OF TECHNOLOGY
771,7103,ANGEL COLLEGE OF ENGINEERING AND TECHNOLOGY
716,6124,Shree Sathyam College of Engineering and Technology 
777,7109,INDUS COLLEGE OF ENGINEERING
751,6219,PAAVAAI GROUP OF INSTITUTIONS
758,6226,SHREENIVASA ENGINEERING COLLEGE
776,7108,DR.NALLINI INSTITUTE OF ENGINEERING AND TECHNOLOGY
766,6234,SKANDHA SCHOOL OF ARCHITECTURE
764,6232,"VASAVI VIDYA TRUST GROUP OF INSTITUTIONS"""""
755,6223,S R S COLLEGE OF ENGINEERING AND TECHNOLOGY
760,6228,SRI GANESH SCHOOL OF BUSINESS MANAGEMENT
1143,9620,SATYAM COLLEGE OF ENGINEERING AND TECHNOLOGY
749,6217,Muthayammal College of Engineering
780,7112,JAI SHRIRAM ENGINEERING COLLEGE
785,7117,KGISL INSTITUTE OF TECHNOLOGY
804,7136,SREE SAKTHI ENGINEERING COLLEGE
801,7133,S N S COLLEGE OF ENGINEERING
790,7122,PARK COLLEGE OF ENGINEERING AND TECHNOLOGY
759,6227,SRG ENGINEERING COLLEGE 
798,7130,RANGANATHAN ARCHITECTURE COLLEGE
745,6213,Kongunadu College of Engineering and Technology 
973,8156,ARIYALUR ENGINEERING COLLEGE 
784,7116,KATHIR COLLEGE OF ENGINEERING
762,6230,Tagore Institute of Engineering and Technology 
775,7107,"Dr.N.G.P Institute of Technology,  Coimbatore "
782,7114,K.P.R.SCHOOL OF BUSINESS
796,7128,R V S COLLEGE OF ENGINEERING AND TECHNOLOGY
786,7118,KTVR KNOWLEDGE PARK FOR ENGINEERING AND TECHNOLOGY
787,7119,KV INSTITUTE OF MANAGEMENT AND INFORMATION STUDIES
794,7126,PRAHAR SCHOOL OF ARCHITECTURE
795,7127,AMBAL PROFESSIONAL GROUP OF INSTITUTIONS
800,7132,RVS INSTITUTE OF MANAGEMENT STUDIES
802,7134,SASURIE ACADEMY OF ENGINEERING
808,7140,SRI SHAKTHI INSTITUTE OF ENGINEERING AND TECHNOLOGY
805,7137,SRI KRISHNA INSTITUTE OF MANAGEMENT
817,7149,"SCHOOL OF ARCHITECTURE,C.I.E.T"
818,7150,SUGUNA COLLEGE OF ENGINEERING
752,6220,PAAVAI COLLEGE OF ENGINEERING
813,7145,UNITED INSTITUTE OF TECHNOLOGY
904,7324,SASURIE COLLEGE OF ENGINEERING 
807,7139,SRI RANGANATHAR INSTITUTE OF ENGINEERING & TECHNOLOGY
826,7176,COIMBATORE INSTITUTE OF TECHNOLOGY
803,7135,SNS COLLEGE OF TECHNOLOGY
830,7180,P.S.G. COLLEGE OF TECHNOLOGY
806,7138,SRI RAMAKRISHNA INSTITUTE OF TECHNOLOGY
828,7178,KARPAGAM COLLEGE OF ENGINEERING
816,7148,SCAD INSTITUTE OF TECHNOLOGY
848,7217,P A COLLEGE OF ENGINEERING AND TECHNOLOGY
819,7151,SUGUNA SPARK BUSINESS SCHOOL
832,7182,AMRITA INSTITUTE OF TECHNOLOGY AND SCIENCE
833,7201,A.S.L. PAULS COLLEGE OF ENGINEERING AND TECHNOLOGY
834,7202,AJK INSTITUTE OF MANAGEMENT
838,7206,HAPPY VALLEY BUSINESS SCHOOL
847,7216,NEHRU INSTITUTE OF MANAGEMENT STUDIES
820,7152,VIVEKANANDA INSTITUTE OF MANAGEMENT STUDIES
809,7141,SRIGURU INSTITUTE OF TECHNOLOGY
791,7123,PARK COLLEGE OF TECHNOLOGY
829,7179,KUMARAGURU COLLEGE OF TECHNOLOGY
859,7228,SRI ESHWAR COLLEGE OF ENGINEERING
1120,9537,AAA College of Engineering and Technology
858,7227,SREE NARAYANA GURU INSTITUTE OF  MANAGEMENT STUDIES
837,7205,EASA College of Engg and Technology
810,7142,Tamilnadu College of Engineering 
811,7143,TAMILNADU SCHOOL OF ARCHITECTURE
836,7204,CMS College of Engineeering and Technology
815,7147,Rvs School of Architecture 
729,6176,"Adhiyamaan College of Engineering (Autonomous), Hosur"
850,7219,DHANALAKSHMI SRINIVASAN COLLEGE OF ENGINEERING
840,7208,Hindusthan Institute of Technology
856,7225,SASI CREATIVE SCHOOL OF BUSINESS
851,7220,S V S COLLEGE OF ENGINEERING
841,7209,JCT College of Engineering and Technology
862,7231,SVS INSTITUTE OF COMPUTER APPLICATIONS
861,7230,SRI VENKATESWARA INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT
860,7229,SRI VENKATESWARA COLLEGE OF COMPUTER APPLICATIONS AND MANAGEMENT
855,7224,SAN INTERNATIONAL INFO SCHOOL
854,7223,SAN INTERNATIONAL BUSINESS SCHOOL
853,7222,SAKTHI INSTITUTE OF INFORMATION AND MANAGEMENT STUDIES
779,7111,Jansons Institute of Technology 
738,6206,Ganesh College of Engineering
505,1133,Velammal Institute of Technology
767,6235,AVS COLLEGE OF TECHNOLOGY
664,5109,Global Institute of Engineering and Technology
1085,9500,"ANNA UNIVERSITY REGIONAL CAMPUS, TIRUNELVELI"
649,4223,THIRUVALLUVAR COLLEGE OF ENGINEERING AND TECHNOLOGY
823,7155,PSG Institute of Technology and Applied Research 
483,1111,JAYA INSTITUTE OF TECHNOLOGY
542,2123,SREE SASTHA COLLEGE OF ENGINEERING
552,2177,SANTHOSA ENGINEERING COLLEGE
578,3121,SMK FOMRA INSTITUTE OF TECHNOLOGY
606,4113,LORD VENKATESHWARAA ENGINEERING COLLEGE
645,4220,SRI RANGAPOOPATHI COLLEGE OF ENGINEERING
651,4225,"UNIVERSITY COLLEGE OF ENGINEERING, VILLUPURAM"
681,5126,SREE KRISHNA COLLEGE OF ENGINEERING
682,5127,SRI BALAJI CHOCKALINGAM ENGINEERING COLLEGE
713,6121,SENGUNTHAR B SCHOOL FOR WOMEN
748,6216,MUTHAYAMMAL ENGINEERING COLLEGE
783,7115,KALAIGNAR KARUNANIDHI INSTITUTE OF TECHNOLOGY
824,7156,TIPS SCHOOL OF MANAGEMENT
825,7157,TIPS SCHOOL OF ARCHITECTURE
857,7226,SNT GLOBAL ACADEMY OF MANAGEMENT STUDIES AND TECHNOLOGY
902,7322,NANDHA ENGINEERING COLLEGE
929,8111,IMAYAM COLLEGE OF INFORMATION TECHNOLOGY
960,8143,SRINIVASAN ENGINEERING COLLEGE
1005,8227,"GOVERNMENT COLLEGE OF ENGINEERING, THANJAVUR"
1040,9132,VICKRAM COLLEGE OF ENGINEERING
1076,9232,CHERAN SCHOOL OF ARCHITECTURE
1112,9529,SCAD ENGINEERING COLLEGE
1113,9530,ST.MOTHER THERESA ENGINEERING COLLEGE
1144,9621,SIVAJI COLLEGE OF ENGINEERING AND TECHNOLOGY
597,4104,ASAN MEMORIAL COLLEGE OF ENGINEERING & TECHNOLOGY
1124,9601,"ANNAI VAILANKANNI COLLEGE OF ENGINEERING, KANYAKUMARI "
620,4127,Tagore Engineering College 
995,8217,Sir Issac Newton College of Engineering and Technology
885,7305,EXCEL BUSINESS SCHOOL
868,7237,V.S.B. COLLEGE OF ENGINEERING TECHNICAL CAMPUS
872,7241,VISHNU LAKSHMI COLLEGE OF ENGINEERING & TECHNOLOGY
866,7235,NIGHTINGALE INSTITUTE OF TECHNOLOGY
865,7234,N.R. SCHOOL OF ARCHITECTURE
849,7218,RATHINAM TECHNICAL CAMPUS
864,7233,AKSHAYA INSTITUTE OF MANAGEMENT STUDIES
863,7232,SVS INSTITUTE OF MANAGEMENT STUDIES
1036,9128,Syed Ammal Engineering College
793,7125,PPG INSTITUTE OF TECHNOLOGY 
869,7238,SASI CREATIVE SCHOOL OF ARCHITECTURE
873,7242,CAPITAL COLLEGE OF ARCHITECTURE
875,7244,Nehru School of Architecture
879,7277,Sri Krishna college of Engineering and Technology 
884,7304,ERODE SENGUNTHAR ENGINEERING COLLEGE
877,7246,Rathinam School of Architecture
892,7312,JKK MUNIRAJAH COLLEGE OF TECHNOLOGY 
905,7325,SHREE VENKATESHWARA HI-TECH ENGINEERING COLLEGE
916,7377,K.S.RANGASAMY COLLEGE OF TECHNOLOGY
876,7245,San Academy of Architecture
891,7311,Government College of Engineering  Erode
893,7313,J. K. K. NATARAJA COLLEGE OF ENGINEERING AND TECHNOLOGY 
883,7303,Builders Engineering College
903,7323,S.S.M. COLLEGE OF ENGINEERING
896,7316,K S R INSTITUTE FOR ENGINEERING AND TECHNOLOGY
914,7334,KONGU SCHOOL OF ARCHITECTURE
